source,target,Marginal Likelihood Filter,Naive Threshold,weight,High Salience Skeleton,GLOSS Filter,Noise Corrected,Disparity Filter,Polya Filter,LANS Filter
Valjean,Montparnasse,0.45690308132118684,1,1,0.0,0.999898,-0.4562116560540746,0.49853024673868906,0.682195273162839,0.3333333333333333
Valjean,Toussaint,3.105842146843862,2,2,1.0,0.0325733,0.6502568819763803,0.25,0.405642299047811,0.0
Marguerite,Fantine,8.029306756984427,3,3,1.0,0.562861,0.9109875662530075,0.44230096437967326,0.362477690288828,0.4
Listolier,Tholomyes,4.03171338969579,4,4,0.7662337662337663,0.357908,0.5103580660933609,0.6111192640613622,0.421495739666762,0.2222222222222222
Listolier,Fameuil,7.49697260442681,4,4,0.025974025974025976,0.368135,0.7943327553650102,0.35129803161599993,0.44223364110192,0.0
Listolier,Blacheville,7.351595373927703,4,4,0.025974025974025976,0.38866,0.7865314386241689,0.36702529559383845,0.462197519513132,0.0
Listolier,Favourite,4.9759466440306035,3,3,0.025974025974025976,0.736279,0.7093867701456094,0.4792111653112854,0.613845390376257,0.5714285714285714
Listolier,Dahlia,5.311539745918425,3,3,0.025974025974025976,0.598343,0.7403068997897154,0.43232759591155623,0.558309120298616,0.2857142857142857
Listolier,Zephine,4.680487609017316,3,3,0.025974025974025976,0.781896,0.679365242535856,0.5193403908250598,0.660899542392144,0.4285714285714286
Listolier,Fantine,3.1258446302026166,3,3,0.18181818181818182,0.587782,0.4674441305547423,0.44230096437967326,0.576189533927456,0.4
Tholomyes,Fameuil,3.8998039770809347,4,4,0.7532467532467533,0.372729,0.4936549479715586,0.35129803161599993,0.421495739666762,0.0
Tholomyes,Blacheville,3.774248666154549,4,4,0.7532467532467533,0.389807,0.47725450717750817,0.36702529559383845,0.421495739666762,0.0
Tholomyes,Favourite,2.386279479698691,3,3,0.36363636363636365,0.709142,0.32378496603833584,0.4792111653112854,0.577853888960312,0.5714285714285714
Tholomyes,Dahlia,2.6673701830208616,3,3,0.7532467532467533,0.56181,0.3836303876714766,0.43232759591155623,0.558309120298616,0.2857142857142857
Tholomyes,Zephine,2.1447488823892975,3,3,0.2857142857142857,0.766556,0.26791999347397877,0.5193403908250598,0.577853888960312,0.4285714285714286
Tholomyes,Fantine,0.9996416118433458,3,3,0.16883116883116883,0.806386,-0.07224148055365068,0.44230096437967326,0.576189533927456,0.4
Tholomyes,Cosette,60.23261509510418,31,31,0.5064935064935064,1.59702e-05,0.8818913107208358,2.0903607740763164e-05,1.6846470018983e-07,0.0
Tholomyes,Marius,5.652596334900941,12,12,0.974025974025974,0.890356,0.36398810652946845,0.14007360348175424,0.115493272571939,0.1578947368421053
Fameuil,Blacheville,7.200765197481775,4,4,0.025974025974025976,0.411388,0.7781141611008815,0.36702529559383845,0.44223364110192,0.0
Fameuil,Favourite,4.86509503559028,3,3,0.025974025974025976,0.753881,0.6984090927413342,0.4792111653112854,0.59634755912282,0.5714285714285714
Fameuil,Dahlia,5.199372424543744,3,3,0.025974025974025976,0.598573,0.7303473751710666,0.43232759591155623,0.558309120298616,0.2857142857142857
Fameuil,Zephine,4.5709451198395215,3,3,0.025974025974025976,0.779936,0.6674328514550587,0.5193403908250598,0.59634755912282,0.4285714285714286
Fameuil,Fantine,4.672933856923869,4,4,0.19480519480519481,0.404698,0.5815193071245686,0.3333365575113185,0.425884481988211,0.1999999999999999
Blacheville,Favourite,7.05633324053827,4,4,0.025974025974025976,0.435191,0.7697645988121785,0.36702529559383845,0.462197519513132,0.1428571428571429
Blacheville,Dahlia,5.092001329005119,3,3,0.025974025974025976,0.585913,0.7204820537995577,0.43232759591155623,0.558309120298616,0.2857142857142857
Blacheville,Zephine,4.466194180931101,3,3,0.025974025974025976,0.761112,0.6556389928270372,0.5193403908250598,0.613845390376257,0.4285714285714286
Blacheville,Fantine,4.541044431183221,4,4,0.19480519480519481,0.39077,0.5672884339355592,0.3333365575113185,0.425884481988211,0.1999999999999999
Favourite,Dahlia,10.14474915503076,5,5,0.025974025974025976,0.0980495,0.8396107479435724,0.22975660989883329,0.271886625701421,0.0
Favourite,Zephine,6.656847131043613,4,4,0.025974025974025976,0.495609,0.7451143321202066,0.4104422546674157,0.462197519513132,0.1428571428571429
Favourite,Fantine,4.541044431183221,4,4,0.5844155844155844,0.39077,0.5672884339355592,0.3333365575113185,0.425884481988211,0.1999999999999999
Dahlia,Zephine,7.105636218343507,4,4,0.2077922077922078,0.276561,0.7727773053365077,0.4104422546674157,0.399983589920557,0.1428571428571429
Dahlia,Fantine,1.7664204384016027,2,2,0.0,1.0,0.2565040590305586,0.5836067293812066,0.733711675802164,0.7333333333333334
Zephine,Fantine,14.260636018919685,9,9,0.6753246753246753,0.1384,0.7894100028561928,0.07387122422570114,0.0580707632844883,0.0
Fantine,MmeThenardier,7.441605915422028,7,7,0.23376623376623376,0.394956,0.6120037097959361,0.1691766620661458,0.139411184587207,0.0909090909090909
Fantine,Thenardier,0.23784875499453706,1,1,0.0,0.951432,-0.7345978868480665,0.7292044468283958,0.870932220814632,0.4375
Fantine,Javert,3.711776108699225,5,5,0.7662337662337663,0.255213,0.4039413253490387,0.18530201888518416,0.221834337587679,0.1176470588235294
Fantine,Bamatabois,0.9564856172488716,1,1,0.0,0.999999,0.0016273761051934232,0.6169606086877,0.778809146349712,0.75
Fantine,Perpetue,2.771117288037564,1,1,0.987012987012987,0.000821605,0.8387910483754377,0.5,0.709128271741242,0.0
Fantine,Simplice,6.0455308624824,3,3,0.24675324675324675,6.70014e-05,0.8061650913809983,0.244140625,0.337004102086837,0.0
MmeThenardier,Thenardier,18.450126375297327,12,12,0.9350649350649352,0.303323,0.7927593366164792,0.013363461010158062,0.0056540673986743,0.0625
MmeThenardier,Cosette,0.3443877734305581,1,1,0.0,1.0,-0.6039741585732791,0.8064913940515533,0.915893774045696,0.4545454545454546
MmeThenardier,Javert,4.514252443305578,5,5,0.05194805194805195,0.680875,0.4934093049478303,0.18530201888518416,0.221834337587679,0.1176470588235294
MmeThenardier,Eponine,1.1375543447485288,2,2,0.0,0.999999,0.004628888887594773,0.6280093925418642,0.778989895728964,0.3636363636363636
MmeThenardier,Anzelma,4.844706948433187,2,2,0.19480519480519481,1.0,0.8441275756943178,0.3599999999999999,0.506665069853612,0.0
MmeThenardier,Magnon,2.9741780174595283,1,1,0.974025974025974,0.158826,0.8677618871689514,0.5,0.709128271741242,0.0
MmeThenardier,Gueulemer,1.1799373886190971,1,1,0.0,0.93335,0.1700037121669229,0.5132605082338891,0.693951187249886,0.0999999999999999
MmeThenardier,Babet,10.644237957411239,6,6,0.19480519480519481,5.57159e-07,0.8052699272689132,0.048400258247050854,0.0527302059081695,0.0
MmeThenardier,Claquesous,6.365950221264255,4,4,0.19480519480519481,3.72156e-07,0.7273017938793048,0.11913487759092956,0.162529866133281,0.0
Thenardier,Cosette,0.2908788500811725,1,1,0.0,0.999837,-0.6681063237437237,0.8064913940515533,0.870932220814632,0.4545454545454546
Thenardier,Javert,0.26284928433036703,1,1,0.0,0.944365,-0.7028445547579261,0.7237977205924958,0.866796350957843,0.4117647058823529
Thenardier,Pontmercy,0.7132430633035849,1,1,0.0,0.999998,-0.21547892465515872,0.9149338374291115,0.870932220814632,0.3333333333333333
Thenardier,Boulatruelle,3.5458313765821874,1,1,1.0,1.0,0.942331973949321,0.7292044468283958,0.870932220814632,0.0
Thenardier,Eponine,1.9663969055886268,3,3,0.0,0.755875,0.2217945456753768,0.49352800591736645,0.501298146245689,0.1818181818181817
Thenardier,Anzelma,4.634726249722127,2,2,0.8311688311688312,1.0,0.8270731264693498,0.3599999999999999,0.506665069853612,0.0
Thenardier,Gavroche,0.08909865833275032,1,1,0.0,0.995328,-0.9486021949784669,0.7776334482929183,0.870932220814632,0.5454545454545454
Thenardier,Marius,0.03386803062331192,1,1,0.0,0.985894,-1.056933177185178,0.8556917016174316,0.870932220814632,0.6842105263157895
Thenardier,Gueulemer,1.0898829706996143,1,1,0.0,0.999959,0.1055381687921112,0.5132605082338891,0.693951187249886,0.0999999999999999
Thenardier,Babet,0.7780823792676715,1,1,0.0,1.0,-0.15511032810815473,0.6446089162177975,0.801852829738664,0.3
Thenardier,Claquesous,5.971242307663358,4,4,0.07792207792207792,1.13435e-07,0.6990688161248975,0.11913487759092956,0.162529866133281,0.0
Thenardier,Montparnasse,3.0172044640393216,2,2,0.1038961038961039,0.99999,0.5927438593755345,0.23256803936137782,0.372133015798871,0.0
Thenardier,Brujon,4.9759466440306035,3,3,0.6103896103896104,0.573777,0.71401921105621,0.20717621103300343,0.29550681003728,0.0
Cosette,Javert,0.2722164569898418,1,1,0.0,0.999875,-0.6911308887739618,0.7237977205924958,0.866796350957843,0.4117647058823529
Cosette,Woman2,2.0135756927391615,1,1,0.0,1.0,0.6209205484084811,0.64,0.79470993566712,0.3333333333333333
Cosette,Gillenormand,3.054587437953756,2,2,0.09090909090909091,0.312739,0.5999294816860123,0.3348979766803839,0.478974512362079,0.1428571428571429
Cosette,MlleGillenormand,2.1000044810018648,2,2,0.0,0.997688,0.3633295870592679,0.5485368867271029,0.70202279644332,0.2857142857142857
Cosette,LtGillenormand,3.7911128780414147,2,2,0.0,0.0626603,0.7257542052456596,0.421875,0.566785898416903,0.25
Cosette,Marius,0.036406822495903206,1,1,0.0,0.999714,-1.05082482249132,0.8556917016174316,0.927133416343928,0.6842105263157895
Cosette,Toussaint,2.2227131772530333,1,1,0.0,1.0,0.6944616806129668,0.5625,0.737100962504421,0.3333333333333333
Javert,Fauchelevent,1.1826930778816462,1,1,0.0,0.903769,0.17479394176733815,0.7702546296296297,0.866796350957843,0.5
Javert,Bamatabois,2.557423503681752,2,2,0.935064935064935,0.999997,0.48970964822261054,0.36725240859625075,0.512790191451849,0.125
Javert,Simplice,3.6769020199163283,2,2,0.1038961038961039,6.93556e-05,0.7101487766140999,0.421875,0.566785898416903,0.25
Javert,Woman1,2.4371461323124612,1,1,0.0,1.0,0.7594756347352851,0.6666666666666667,0.813692407611862,0.5
Javert,Woman2,1.956156014651777,1,1,0.0,1.0,0.600275554341431,0.64,0.79470993566712,0.3333333333333333
Javert,Gavroche,0.08003989585923982,1,1,0.0,0.995053,-0.9643446471469925,0.7776334482929183,0.866796350957843,0.5454545454545454
Javert,Enjolras,5.889931707044179,7,7,0.35064935064935066,0.216107,0.5127701839197347,0.17609404476855528,0.0863434956241863,0.0666666666666666
Javert,Gueulemer,1.0569976471139082,1,1,0.0,0.999968,0.08105050728242064,0.5132605082338891,0.693951187249886,0.0999999999999999
Javert,Babet,0.7487275818323953,1,1,0.0,1.0,-0.1816944544327644,0.6446089162177975,0.801852829738664,0.3
Javert,Claquesous,0.8214204538796892,1,1,0.0,1.0,-0.11542545250235176,0.614709800631603,0.777290867584107,0.3
Javert,Montparnasse,2.9449989705746225,2,2,0.5714285714285714,0.999992,0.5785260819083031,0.23256803936137782,0.372133015798871,0.0
Javert,Toussaint,2.1644202473463183,1,1,0.0,1.0,0.6772698050813079,0.5625,0.737100962504421,0.3333333333333333
Fauchelevent,MotherInnocent,3.5458313765821874,1,1,0.0,0.824297,0.916735747111884,0.75,0.872415773578758,0.5
Fauchelevent,Gribier,9.15288926141946,2,2,1.0,1.0,0.9842772710093245,0.5787037037037037,0.72610033476753,0.0
Bamatabois,Judge,5.031957701040356,2,2,0.025974025974025976,0.214509,0.8489929676862493,0.43375716751999094,0.512790191451849,0.1666666666666666
Bamatabois,Champmathieu,8.272368410858144,3,3,0.03896103896103896,0.214509,0.9063929762905902,0.26932907434290443,0.298411295264905,0.0
Bamatabois,Brevet,5.538597115815671,2,2,0.05194805194805195,0.0259007,0.8840758230247081,0.32767999999999997,0.471655609538877,0.0
Bamatabois,Chenildieu,5.538597115815671,2,2,0.05194805194805195,0.0259007,0.8840758230247081,0.32767999999999997,0.471655609538877,0.0
Bamatabois,Cochepaille,5.354011099953643,2,2,0.03896103896103896,0.0334054,0.872263479787439,0.3666478320532004,0.511704866949363,0.0
Perpetue,Simplice,4.634730961571088,1,1,0.025974025974025976,0.91233,0.9755758111959786,0.669921875,0.709128271741242,0.75
Judge,Champmathieu,5.307712993313509,2,2,0.025974025974025976,0.283554,0.8689821485793422,0.43375716751999094,0.5812591057171,0.3333333333333333
Judge,Brevet,5.8167458079129295,2,2,0.03896103896103896,0.0469019,0.8996286811890729,0.32767999999999997,0.471655609538877,0.0
Judge,Chenildieu,5.8167458079129295,2,2,0.05194805194805195,0.0469019,0.8996286811890729,0.32767999999999997,0.471655609538877,0.0
Judge,Cochepaille,5.631360831069967,2,2,0.03896103896103896,0.0601141,0.8893233015257733,0.3666478320532004,0.511704866949363,0.0
Champmathieu,Brevet,2.574242973718624,1,1,0.0,0.998553,0.7709945955122659,0.59049,0.756971201172331,0.6666666666666667
Champmathieu,Chenildieu,5.8167458079129295,2,2,0.03896103896103896,0.0469019,0.8996286811890729,0.32767999999999997,0.471655609538877,0.0
Champmathieu,Cochepaille,5.631360831069967,2,2,0.03896103896103896,0.0601141,0.8893233015257733,0.3666478320532004,0.511704866949363,0.0
Brevet,Chenildieu,2.8275781674787956,1,1,0.025974025974025976,0.998974,0.8220491379404146,0.59049,0.756971201172331,0.6666666666666667
Brevet,Cochepaille,6.14279276182264,2,2,0.025974025974025976,0.142883,0.9153936842720515,0.3666478320532004,0.471655609538877,0.0
Chenildieu,Cochepaille,2.735280753654069,1,1,0.025974025974025976,0.999111,0.804796951705253,0.6209213230591552,0.756971201172331,0.8333333333333334
Pontmercy,MmePontmercy,3.587784869784431,1,1,0.4155844155844156,0.230793,0.928097956376554,0.5,0.709128271741242,0.0
Pontmercy,Marius,36.93117995738744,21,21,1.0,3.82656e-07,0.8545047929264558,0.027465093960197695,0.0015769923934234,0.0
Eponine,Anzelma,2.075071018083253,1,1,0.0,1.0,0.6419628221985715,0.64,0.79470993566712,0.6666666666666667
Eponine,Marius,20.86060077647658,19,19,0.8311688311688312,0.114149,0.7012853352870254,0.03996201796494181,0.0004709545557951,0.0526315789473684
Eponine,Mabeuf,0.44713451665276904,1,1,0.0,0.999999,-0.4874728228130734,0.7659162336101641,0.898149773705802,0.7272727272727273
Eponine,Courfeyrac,9.155571630979258,9,9,0.19480519480519481,0.443195,0.6199170843535073,0.17710804549195558,0.0843303121386084,0.1538461538461538
Eponine,Gueulemer,1.1609491503410487,1,1,0.0,0.839321,0.15672390513673323,0.5132605082338891,0.693951187249886,0.0999999999999999
Eponine,Babet,2.207643786494353,2,2,0.0,0.999998,0.3943538328627104,0.406264388949487,0.554427226298452,0.1999999999999999
Eponine,Claquesous,0.9176588118290377,1,1,0.0,1.0,-0.0336169551247007,0.614709800631603,0.777290867584107,0.3
Eponine,Montparnasse,3.1723134856099944,2,2,0.36363636363636365,1.0,0.6217997536594849,0.23256803936137782,0.372133015798871,0.0
Eponine,Brujon,5.2137227006945555,3,3,0.2077922077922078,0.415584,0.735536405511281,0.20717621103300343,0.29550681003728,0.0
MmeBurgon,Jondrette,6.709913291236646,1,1,1.0,1.0,0.9967045081265303,0.5,0.709128271741242,0.0
MmeBurgon,Gavroche,2.3292105309923525,1,1,1.0,0.011163,0.7536648198096889,0.7776334482929183,0.709128271741242,0.5454545454545454
Gavroche,Marius,0.0025752578903169296,1,1,0.0,0.996183,-1.1703782361580184,0.8556917016174316,0.908015417763606,0.6842105263157895
Gavroche,Mabeuf,0.15369393117708033,1,1,0.0,0.935405,-0.8475100252741827,0.7659162336101641,0.898149773705802,0.7272727272727273
Gavroche,Enjolras,2.395890878489181,6,6,0.20779220779220778,0.168544,0.19147230062967607,0.22876792454960992,0.241401081461285,0.1999999999999999
Gavroche,Combeferre,16.789552510297554,15,15,0.7532467532467533,0.232029,0.6941013799202991,0.023589950252244307,0.0052014486725585,0.0
Gavroche,Prouvaire,0.30617255346452515,1,1,0.0,1.0,-0.6456855063142717,0.7306902050019841,0.870707578955306,0.7777777777777778
Gavroche,Feuilly,0.6250374107036362,2,2,0.0,0.973817,-0.26053994171254063,0.5552121421125983,0.711975892134814,0.3636363636363636
Gavroche,Courfeyrac,15.87278662265857,17,17,0.41558441558441556,0.43858,0.6355155495428906,0.029836125112616574,0.0019259010474708,0.0
Gavroche,Bahorel,3.658961243139587,5,5,0.14285714285714285,0.552631,0.40067849409505746,0.15429492590689253,0.183214728917594,0.0833333333333333
Gavroche,Bossuet,9.525169585768909,12,12,0.6623376623376622,0.301997,0.5499188653087657,0.06530555964043416,0.0212171767902422,0.0
Gavroche,Joly,2.7019577113947735,5,5,0.1038961038961039,0.106316,0.2684254253620333,0.2480143275689234,0.299244925166795,0.0833333333333333
Gavroche,Grantaire,2.9921047357068407,3,3,0.35064935064935066,0.931427,0.451144619878538,0.15431577591516543,0.234918500068177,0.0
Gavroche,Gueulemer,0.6694811594153,1,1,0.0,0.993752,-0.24743612381403837,0.5132605082338891,0.693951187249886,0.0999999999999999
Gavroche,Babet,0.41680258004473913,1,1,0.0,1.0,-0.5151100454808253,0.6446089162177975,0.801852829738664,0.3
Gavroche,Montparnasse,0.7780823792676715,1,1,0.0,0.998014,-0.14339693434803025,0.49853024673868906,0.682195273162839,0.3333333333333333
Gavroche,Child1,3.5872624119565133,2,2,0.987012987012987,0.999168,0.7119373457759158,0.6,0.72920384951862,0.5
Gavroche,Child2,3.5872624119565133,2,2,0.987012987012987,0.999168,0.7119373457759158,0.6,0.72920384951862,0.5
Gavroche,Brujon,3.504636618955182,3,3,0.2207792207792208,0.831486,0.5390745333085221,0.20717621103300343,0.29550681003728,0.0
Gavroche,MmeHucheloup,1.199460610335568,1,1,0.1038961038961039,0.998941,0.20318277861709066,0.39656945660396614,0.60281782881969,0.0
Gillenormand,Magnon,4.231696982204344,1,1,0.03896103896103896,0.33623,0.9627205414697388,0.5,0.709128271741242,0.0
Gillenormand,MlleGillenormand,4.5419514439112305,2,2,0.0,0.235778,0.8066983348843995,0.5485368867271029,0.478974512362079,0.2857142857142857
Gillenormand,LtGillenormand,2.8671941943809256,1,1,0.0,0.997685,0.8293362147292659,0.669921875,0.759351393768041,0.5
Gillenormand,Marius,1.566326298487286,2,2,0.1038961038961039,0.645285,0.20184759615589462,0.7312123500931731,0.478974512362079,0.631578947368421
Gillenormand,BaronessT,4.231696982204344,1,1,0.03896103896103896,0.33623,0.9627205414697388,0.5,0.709128271741242,0.0
MlleGillenormand,MmePontmercy,3.6775440364490923,1,1,0.5974025974025974,0.950045,0.9343148067719912,0.5,0.709128271741242,0.0
MlleGillenormand,MlleVaubois,4.364316932237498,1,1,1.0,1.0,0.9738814708381065,0.7462153966366277,0.881746029165559,0.0
MlleGillenormand,LtGillenormand,2.3292105309923525,1,1,0.0,0.999169,0.7109012411050873,0.669921875,0.819092066923252,0.5
MlleGillenormand,Marius,4.029065964145647,5,5,0.35064935064935066,4.94747e-08,0.45130506416671445,0.4524491868994178,0.23007314809576,0.368421052631579
LtGillenormand,Marius,5.909294778278197,4,4,1.0,6.21189e-11,0.7143434248385553,0.5317170688377074,0.171730454482767,0.5789473684210527
Marius,BaronessT,2.0255318600945187,1,1,0.974025974025974,0.00481014,0.6725647566210706,0.5,0.709128271741242,0.0
Marius,Mabeuf,0.07013327746194348,1,1,0.0,0.998953,-0.9807751079877176,0.7659162336101641,0.898149773705802,0.7272727272727273
Marius,Enjolras,0.014295890107239806,1,1,0.0,0.993347,-1.1129757904577207,0.7903339854815024,0.916549765843835,0.8
Marius,Combeferre,1.3677522747622106,5,5,0.2077922077922078,0.85417,0.023446177078589675,0.3328681038017811,0.409884425000528,0.2727272727272727
Marius,Feuilly,3.2148095902701543,6,6,0.2857142857142857,0.646558,0.3063759224657143,0.15251042646196789,0.166302802913803,0.0909090909090909
Marius,Courfeyrac,6.706245682843765,13,13,0.8961038961038961,0.894796,0.40381458183401464,0.07513243866026365,0.046203033595045,0.0769230769230768
Marius,Bahorel,2.5350371722885803,5,5,0.8051948051948052,0.695359,0.2467035725007574,0.15429492590689253,0.183214728917594,0.0833333333333333
Marius,Bossuet,0.9037713252396321,5,5,0.19480519480519481,0.875258,-0.09482629550391054,0.34554210784816897,0.428295703121467,0.3076923076923077
Marius,Joly,3.448731374527983,7,7,0.7532467532467533,0.454429,0.301655649055769,0.13458798574153796,0.13505337917538,0.0
Mabeuf,Enjolras,2.947346190817554,4,4,0.1038961038961039,0.658424,0.35477591540130504,0.38064039267229743,0.41811401230826,0.4
Mabeuf,Combeferre,6.896549135853539,6,6,0.03896103896103896,0.530256,0.6280852753066734,0.2630755761638284,0.198588303911873,0.0909090909090909
Mabeuf,Feuilly,1.6341162523086548,2,2,0.0,0.999998,0.20719970917692423,0.5552121421125983,0.711975892134814,0.3636363636363636
Mabeuf,Courfeyrac,6.80434880985953,7,7,0.8571428571428572,0.36157,0.5748895710685232,0.2660218884908241,0.130089364816159,0.2307692307692307
Mabeuf,Bahorel,9.01918282474927,6,6,0.03896103896103896,0.346426,0.7409636744469755,0.10187252394399593,0.108800266940545,0.0
Mabeuf,Bossuet,2.9970529140040267,4,4,0.05194805194805195,0.626083,0.3626901687707785,0.430653651784495,0.41811401230826,0.4615384615384615
Mabeuf,Joly,2.585955535784602,3,3,0.03896103896103896,0.670524,0.3631973502475959,0.4425562545486085,0.570812968863653,0.5
Mabeuf,MotherPlutarch,9.846035825973953,3,3,1.0,1.0,0.9533070661803406,0.4393842419318118,0.570812968863653,0.0
Enjolras,Combeferre,0.6458450581182311,2,2,0.0,0.999384,-0.25036754859330906,0.6533801602200306,0.781450531713867,0.5454545454545454
Enjolras,Prouvaire,4.1304234415572925,4,4,0.5714285714285714,0.377179,0.5211457891235319,0.2627814246559437,0.333613608337384,0.2222222222222222
Enjolras,Feuilly,4.607484502683535,5,5,0.09090909090909091,0.521226,0.5037272436378495,0.21405831560130784,0.25569818988236,0.1818181818181817
