source,target,weight
Pontmercy,Thenardier,1
Boulatruelle,Thenardier,1
Eponine,MmeThenardier,2
Eponine,Thenardier,3
Anzelma,MmeThenardier,2
Anzelma,Thenardier,2
Anzelma,Eponine,1
Woman2,Valjean,3
Woman2,Cosette,1
Woman2,Javert,1
MotherInnocent,Valjean,3
MotherInnocent,Fauchelevent,1
Gribier,Fauchelevent,2
MmeBurgon,Jondrette,1
Gavroche,Valjean,2
Gavroche,Thenardier,1
Gavroche,Javert,1
Gavroche,MmeBurgon,1
Gillenormand,Valjean,3
Gillenormand,Cosette,2
Magnon,MmeThenardier,1
Magnon,Gillenormand,1
MlleGillenormand,Valjean,9
MlleGillenormand,Cosette,2
MlleGillenormand,Gillenormand,2
MmePontmercy,Pontmercy,1
MmePontmercy,MlleGillenormand,1
MlleVaubois,MlleGillenormand,1
LtGillenormand,Cosette,2
LtGillenormand,Gillenormand,1
LtGillenormand,MlleGillenormand,1
Marius,Valjean,6
Marius,Tholomyes,12
Marius,Thenardier,1
Marius,Cosette,1
Marius,Pontmercy,21
Marius,Eponine,19
Marius,Gavroche,1
Marius,Gillenormand,2
Marius,MlleGillenormand,5
Marius,LtGillenormand,4
BaronessT,Gillenormand,1
BaronessT,Marius,1
Mabeuf,Eponine,1
Mabeuf,Gavroche,1
Mabeuf,Marius,1
Enjolras,Valjean,7
Enjolras,Javert,7
Enjolras,Gavroche,6
Enjolras,Marius,1
Enjolras,Mabeuf,4
Combeferre,Gavroche,15
Combeferre,Marius,5
Combeferre,Mabeuf,6
Combeferre,Enjolras,2
Prouvaire,Gavroche,1
Prouvaire,Enjolras,4
Prouvaire,Combeferre,2
Feuilly,Gavroche,2
Feuilly,Marius,6
Feuilly,Mabeuf,2
Feuilly,Enjolras,5
Feuilly,Combeferre,1
Feuilly,Prouvaire,1
Courfeyrac,Eponine,9
Courfeyrac,Gavroche,17
Courfeyrac,Marius,13
Courfeyrac,Mabeuf,7
Courfeyrac,Enjolras,2
Courfeyrac,Combeferre,1
Courfeyrac,Prouvaire,6
Courfeyrac,Feuilly,3
Bahorel,Gavroche,5
Bahorel,Marius,5
Bahorel,Mabeuf,6
Bahorel,Enjolras,2
Bahorel,Combeferre,4
Bahorel,Prouvaire,3
Bahorel,Feuilly,2
Bahorel,Courfeyrac,1
Bossuet,Valjean,5
Bossuet,Gavroche,12
Bossuet,Marius,5
Bossuet,Mabeuf,4
Bossuet,Enjolras,10
Bossuet,Combeferre,6
Bossuet,Prouvaire,2
Bossuet,Feuilly,9
Bossuet,Courfeyrac,1
Bossuet,Bahorel,1
Joly,Gavroche,5
Joly,Marius,7
Joly,Mabeuf,3
Joly,Enjolras,5
Joly,Combeferre,5
Joly,Prouvaire,5
Joly,Feuilly,2
Joly,Courfeyrac,5
Joly,Bahorel,1
Joly,Bossuet,2
Grantaire,Gavroche,3
Grantaire,Enjolras,3
Grantaire,Combeferre,1
Grantaire,Prouvaire,2
Grantaire,Feuilly,2
Grantaire,Courfeyrac,1
Grantaire,Bahorel,1
Grantaire,Bossuet,1
Grantaire,Joly,1
MotherPlutarch,Mabeuf,3
Gueulemer,Valjean,5
Gueulemer,MmeThenardier,1
Gueulemer,Thenardier,1
Gueulemer,Javert,1
Gueulemer,Eponine,1
Gueulemer,Gavroche,1
Babet,Valjean,6
Babet,MmeThenardier,6
Babet,Thenardier,1
Babet,Javert,1
Babet,Eponine,2
Babet,Gavroche,1
Babet,Gueulemer,1
Claquesous,Valjean,4
Claquesous,MmeThenardier,4
Claquesous,Thenardier,4
Claquesous,Javert,1
Claquesous,Eponine,1
Claquesous,Enjolras,1
Claquesous,Gueulemer,1
Claquesous,Babet,1
Montparnasse,Valjean,1
Montparnasse,Thenardier,2
Montparnasse,Javert,2
Montparnasse,Eponine,2
Montparnasse,Gavroche,1
Montparnasse,Gueulemer,1
Montparnasse,Babet,1
Montparnasse,Claquesous,1
Toussaint,Valjean,2
Toussaint,Cosette,1
Toussaint,Javert,1
Child1,Gavroche,2
Child2,Gavroche,2
Child2,Child1,3
Brujon,Thenardier,3
Brujon,Eponine,3
Brujon,Gavroche,3
Brujon,Gueulemer,1
Brujon,Babet,1
Brujon,Claquesous,1
Brujon,Montparnasse,1
MmeHucheloup,Gavroche,1
MmeHucheloup,Enjolras,1
MmeHucheloup,Courfeyrac,1
MmeHucheloup,Bahorel,1
MmeHucheloup,Bossuet,1
MmeHucheloup,Joly,1
MmeHucheloup,Grantaire,1
