source,target,weight
"Boxer, B. (CA-D)","Leahy, P. (VT-D)",96
"Boxer, B. (CA-D)","McCain, J. (AZ-R)",9
"Boxer, B. (CA-D)","McConnell, M. (KY-R)",4
"Boxer, B. (CA-D)","Mikulski, B. (MD-D)",90
"Boxer, B. (CA-D)","Murkowski, L. (AK-R)",41
"Boxer, B. (CA-D)","Murray, P. (WA-D)",109
"Boxer, B. (CA-D)","Nelson, B. (FL-D)",60
"Boxer, B. (CA-D)","Reed, J. (RI-D)",90
"Boxer, B. (CA-D)","Reid, H. (NV-D)",49
"Boxer, B. (CA-D)","Roberts, P. (KS-R)",22
"Boxer, B. (CA-D)","Schumer, C. (NY-D)",126
"Boxer, B. (CA-D)","Sessions, J. (AL-R)",8
"Boxer, B. (CA-D)","Shelby, R. (AL-R)",3
"Boxer, B. (CA-D)","Stabenow, D. (MI-D)",108
"Boxer, B. (CA-D)","Wyden, R. (OR-D)",95
"Boxer, B. (CA-D)","Baldwin, T. (WI-D)",137
"Boxer, B. (CA-D)","Blunt, R. (MO-R)",40
"Boxer, B. (CA-D)","Boozman, J. (AR-R)",31
"Boxer, B. (CA-D)","Brown, S. (OH-D)",129
"Boxer, B. (CA-D)","Burr, R. (NC-R)",30
"Boxer, B. (CA-D)","Capito, S. (WV-R)",36
"Boxer, B. (CA-D)","Cardin, B. (MD-D)",101
"Boxer, B. (CA-D)","Flake, J. (AZ-R)",9
"Boxer, B. (CA-D)","Isakson, J. (GA-R)",20
"Boxer, B. (CA-D)","Kirk, M. (IL-R)",53
"Boxer, B. (CA-D)","Markey, E. (MA-D)",144
"Boxer, B. (CA-D)","Menéndez, R. (NJ-D)",98
"Boxer, B. (CA-D)","Moran, J. (KS-R)",32
"Boxer, B. (CA-D)","Portman, R. (OH-R)",24
"Boxer, B. (CA-D)","Sanders, B. (VT-I)",101
"Boxer, B. (CA-D)","Toomey, P. (PA-R)",11
"Boxer, B. (CA-D)","Udall, T. (NM-D)",67
"Boxer, B. (CA-D)","Vitter, D. (LA-R)",23
"Boxer, B. (CA-D)","Wicker, R. (MS-R)",30
"Boxer, B. (CA-D)","Thune, J. (SD-R)",11
"Boxer, B. (CA-D)","Coats, D. (IN-R)",6
"Boxer, B. (CA-D)","Murphy, C. (CT-D)",111
"Boxer, B. (CA-D)","Hirono, M. (HI-D)",121
"Boxer, B. (CA-D)","Donnelly, J. (IN-D)",38
"Boxer, B. (CA-D)","Heller, D. (NV-R)",32
"Boxer, B. (CA-D)","Gillibrand, K. (NY-D)",158
"Boxer, B. (CA-D)","Klobuchar, A. (MN-D)",116
"Boxer, B. (CA-D)","McCaskill, C. (MO-D)",57
"Boxer, B. (CA-D)","Tester, J. (MT-D)",77
"Boxer, B. (CA-D)","Casey, R. (PA-D)",98
"Boxer, B. (CA-D)","Whitehouse, S. (RI-D)",124
"Boxer, B. (CA-D)","Corker, B. (TN-R)",3
"Boxer, B. (CA-D)","Barrasso, J. (WY-R)",11
"Boxer, B. (CA-D)","Cassidy, B. (LA-R)",12
"Boxer, B. (CA-D)","Heinrich, M. (NM-D)",84
"Boxer, B. (CA-D)","Peters, G. (MI-D)",94
"Boxer, B. (CA-D)","Warner, M. (VA-D)",42
"Boxer, B. (CA-D)","Risch, J. (ID-R)",12
"Boxer, B. (CA-D)","Shaheen, J. (NH-D)",121
"Boxer, B. (CA-D)","Merkley, J. (OR-D)",114
"Boxer, B. (CA-D)","Bennet, M. (CO-D)",87
"Boxer, B. (CA-D)","Franken, A. (MN-D)",128
"Boxer, B. (CA-D)","Coons, C. (DE-D)",101
"Boxer, B. (CA-D)","Manchin, J. (WV-D)",38
"Boxer, B. (CA-D)","Gardner, C. (CO-R)",22
"Boxer, B. (CA-D)","Lankford, J. (OK-R)",4
"Boxer, B. (CA-D)","Scott, T. (SC-R)",10
"Boxer, B. (CA-D)","Blumenthal, R. (CT-D)",158
"Boxer, B. (CA-D)","Rubio, M. (FL-R)",22
"Boxer, B. (CA-D)","Paul, R. (KY-R)",7
"Boxer, B. (CA-D)","Ayotte, K. (NH-R)",52
"Boxer, B. (CA-D)","Hoeven, J. (ND-R)",16
"Boxer, B. (CA-D)","Lee, M. (UT-R)",2
"Boxer, B. (CA-D)","Johnson, R. (WI-R)",10
"Boxer, B. (CA-D)","Schatz, B. (HI-D)",94
"Boxer, B. (CA-D)","Cotton, T. (AR-R)",15
"Boxer, B. (CA-D)","Warren, E. (MA-D)",120
"Boxer, B. (CA-D)","King, A. (ME-I)",58
"Boxer, B. (CA-D)","Daines, S. (MT-R)",31
"Boxer, B. (CA-D)","Heitkamp, H. (ND-D)",51
"Boxer, B. (CA-D)","Fischer, D. (NE-R)",13
"Boxer, B. (CA-D)","Cruz, T. (TX-R)",5
"Boxer, B. (CA-D)","Kaine, T. (VA-D)",60
"Boxer, B. (CA-D)","Booker, C. (NJ-D)",97
"Boxer, B. (CA-D)","Sullivan, D. (AK-R)",21
"Boxer, B. (CA-D)","Perdue, D. (GA-R)",10
"Boxer, B. (CA-D)","Ernst, J. (IA-R)",19
"Boxer, B. (CA-D)","Tillis, T. (NC-R)",18
"Boxer, B. (CA-D)","Rounds, M. (SD-R)",21
"Boxer, B. (CA-D)","Sasse, B. (NE-R)",3
"Cantwell, M. (WA-D)","Carper, T. (DE-D)",34
"Cantwell, M. (WA-D)","Cochran, T. (MS-R)",26
"Cantwell, M. (WA-D)","Collins, S. (ME-R)",60
"Cantwell, M. (WA-D)","Cornyn, J. (TX-R)",10
"Cantwell, M. (WA-D)","Crapo, M. (ID-R)",19
"Cantwell, M. (WA-D)","Durbin, R. (IL-D)",62
"Cantwell, M. (WA-D)","Enzi, M. (WY-R)",11
"Cantwell, M. (WA-D)","Feinstein, D. (CA-D)",78
"Cantwell, M. (WA-D)","Graham, L. (SC-R)",19
"Cantwell, M. (WA-D)","Grassley, C. (IA-R)",24
"Cantwell, M. (WA-D)","Hatch, O. (UT-R)",11
"Cantwell, M. (WA-D)","Inhofe, J. (OK-R)",16
"Cantwell, M. (WA-D)","Leahy, P. (VT-D)",65
"Cantwell, M. (WA-D)","McCain, J. (AZ-R)",10
"Cantwell, M. (WA-D)","McConnell, M. (KY-R)",2
"Cantwell, M. (WA-D)","Mikulski, B. (MD-D)",66
"Cantwell, M. (WA-D)","Murkowski, L. (AK-R)",60
"Cantwell, M. (WA-D)","Murray, P. (WA-D)",115
"Cantwell, M. (WA-D)","Nelson, B. (FL-D)",46
"Cantwell, M. (WA-D)","Reed, J. (RI-D)",50
"Cantwell, M. (WA-D)","Reid, H. (NV-D)",30
"Cantwell, M. (WA-D)","Roberts, P. (KS-R)",25
"Cantwell, M. (WA-D)","Schumer, C. (NY-D)",82
"Cantwell, M. (WA-D)","Sessions, J. (AL-R)",5
"Cantwell, M. (WA-D)","Shelby, R. (AL-R)",2
"Cantwell, M. (WA-D)","Stabenow, D. (MI-D)",74
"Cantwell, M. (WA-D)","Wyden, R. (OR-D)",76
"Cantwell, M. (WA-D)","Baldwin, T. (WI-D)",88
"Cantwell, M. (WA-D)","Blunt, R. (MO-R)",35
"Cantwell, M. (WA-D)","Boozman, J. (AR-R)",25
"Cantwell, M. (WA-D)","Brown, S. (OH-D)",75
"Cantwell, M. (WA-D)","Burr, R. (NC-R)",15
"Cantwell, M. (WA-D)","Capito, S. (WV-R)",28
"Cantwell, M. (WA-D)","Cardin, B. (MD-D)",71
"Cantwell, M. (WA-D)","Flake, J. (AZ-R)",7
"Cantwell, M. (WA-D)","Isakson, J. (GA-R)",18
"Cantwell, M. (WA-D)","Kirk, M. (IL-R)",44
"Cantwell, M. (WA-D)","Markey, E. (MA-D)",86
"Cantwell, M. (WA-D)","Menéndez, R. (NJ-D)",63
"Cantwell, M. (WA-D)","Moran, J. (KS-R)",30
"Cantwell, M. (WA-D)","Portman, R. (OH-R)",25
"Cantwell, M. (WA-D)","Sanders, B. (VT-I)",64
"Cantwell, M. (WA-D)","Toomey, P. (PA-R)",12
"Cantwell, M. (WA-D)","Udall, T. (NM-D)",60
"Cantwell, M. (WA-D)","Vitter, D. (LA-R)",25
"Cantwell, M. (WA-D)","Wicker, R. (MS-R)",37
"Cantwell, M. (WA-D)","Thune, J. (SD-R)",28
"Cantwell, M. (WA-D)","Coats, D. (IN-R)",5
"Cantwell, M. (WA-D)","Murphy, C. (CT-D)",69
"Cantwell, M. (WA-D)","Hirono, M. (HI-D)",91
"Cantwell, M. (WA-D)","Donnelly, J. (IN-D)",31
"Cantwell, M. (WA-D)","Heller, D. (NV-R)",27
"Cantwell, M. (WA-D)","Gillibrand, K. (NY-D)",90
"Cantwell, M. (WA-D)","Klobuchar, A. (MN-D)",83
"Cantwell, M. (WA-D)","McCaskill, C. (MO-D)",37
"Cantwell, M. (WA-D)","Tester, J. (MT-D)",61
"Cantwell, M. (WA-D)","Casey, R. (PA-D)",74
"Cantwell, M. (WA-D)","Whitehouse, S. (RI-D)",71
"Cantwell, M. (WA-D)","Corker, B. (TN-R)",5
"Cantwell, M. (WA-D)","Barrasso, J. (WY-R)",8
"Cantwell, M. (WA-D)","Cassidy, B. (LA-R)",16
"Cantwell, M. (WA-D)","Heinrich, M. (NM-D)",74
"Cantwell, M. (WA-D)","Peters, G. (MI-D)",78
"Cantwell, M. (WA-D)","Warner, M. (VA-D)",34
"Cantwell, M. (WA-D)","Risch, J. (ID-R)",13
"Cantwell, M. (WA-D)","Shaheen, J. (NH-D)",92
"Cantwell, M. (WA-D)","Merkley, J. (OR-D)",83
"Cantwell, M. (WA-D)","Bennet, M. (CO-D)",66
"Cantwell, M. (WA-D)","Franken, A. (MN-D)",89
"Cantwell, M. (WA-D)","Coons, C. (DE-D)",75
"Cantwell, M. (WA-D)","Manchin, J. (WV-D)",27
"Cantwell, M. (WA-D)","Gardner, C. (CO-R)",19
"Cantwell, M. (WA-D)","Lankford, J. (OK-R)",2
"Cantwell, M. (WA-D)","Scott, T. (SC-R)",8
"Cantwell, M. (WA-D)","Blumenthal, R. (CT-D)",90
"Cantwell, M. (WA-D)","Rubio, M. (FL-R)",20
"Cantwell, M. (WA-D)","Paul, R. (KY-R)",3
"Cantwell, M. (WA-D)","Ayotte, K. (NH-R)",48
"Cantwell, M. (WA-D)","Hoeven, J. (ND-R)",18
"Cantwell, M. (WA-D)","Lee, M. (UT-R)",5
"Cantwell, M. (WA-D)","Johnson, R. (WI-R)",9
"Cantwell, M. (WA-D)","Schatz, B. (HI-D)",71
"Cantwell, M. (WA-D)","Cotton, T. (AR-R)",11
"Cantwell, M. (WA-D)","Warren, E. (MA-D)",76
"Cantwell, M. (WA-D)","King, A. (ME-I)",56
"Cantwell, M. (WA-D)","Daines, S. (MT-R)",30
"Cantwell, M. (WA-D)","Heitkamp, H. (ND-D)",52
"Cantwell, M. (WA-D)","Fischer, D. (NE-R)",17
"Cantwell, M. (WA-D)","Cruz, T. (TX-R)",6
"Cantwell, M. (WA-D)","Kaine, T. (VA-D)",40
"Cantwell, M. (WA-D)","Booker, C. (NJ-D)",71
"Cantwell, M. (WA-D)","Sullivan, D. (AK-R)",37
"Cantwell, M. (WA-D)","Perdue, D. (GA-R)",6
"Cantwell, M. (WA-D)","Ernst, J. (IA-R)",13
"Cantwell, M. (WA-D)","Tillis, T. (NC-R)",12
"Cantwell, M. (WA-D)","Rounds, M. (SD-R)",17
"Cantwell, M. (WA-D)","Sasse, B. (NE-R)",1
"Carper, T. (DE-D)","Cochran, T. (MS-R)",17
"Carper, T. (DE-D)","Collins, S. (ME-R)",41
"Carper, T. (DE-D)","Cornyn, J. (TX-R)",14
"Carper, T. (DE-D)","Crapo, M. (ID-R)",16
"Carper, T. (DE-D)","Durbin, R. (IL-D)",52
"Carper, T. (DE-D)","Enzi, M. (WY-R)",15
"Carper, T. (DE-D)","Feinstein, D. (CA-D)",52
"Carper, T. (DE-D)","Graham, L. (SC-R)",18
"Carper, T. (DE-D)","Grassley, C. (IA-R)",24
"Carper, T. (DE-D)","Hatch, O. (UT-R)",13
"Carper, T. (DE-D)","Inhofe, J. (OK-R)",15
"Carper, T. (DE-D)","Leahy, P. (VT-D)",43
"Carper, T. (DE-D)","McCain, J. (AZ-R)",11
"Carper, T. (DE-D)","McConnell, M. (KY-R)",1
"Carper, T. (DE-D)","Mikulski, B. (MD-D)",44
"Carper, T. (DE-D)","Murkowski, L. (AK-R)",25
"Carper, T. (DE-D)","Murray, P. (WA-D)",47
"Carper, T. (DE-D)","Nelson, B. (FL-D)",37
"Carper, T. (DE-D)","Reed, J. (RI-D)",41
"Carper, T. (DE-D)","Reid, H. (NV-D)",25
"Carper, T. (DE-D)","Roberts, P. (KS-R)",21
"Carper, T. (DE-D)","Schumer, C. (NY-D)",58
"Carper, T. (DE-D)","Sessions, J. (AL-R)",6
"Carper, T. (DE-D)","Shelby, R. (AL-R)",2
"Carper, T. (DE-D)","Stabenow, D. (MI-D)",50
"Carper, T. (DE-D)","Wyden, R. (OR-D)",38
"Carper, T. (DE-D)","Baldwin, T. (WI-D)",63
"Carper, T. (DE-D)","Blunt, R. (MO-R)",28
"Carper, T. (DE-D)","Boozman, J. (AR-R)",26
"Carper, T. (DE-D)","Brown, S. (OH-D)",59
"Carper, T. (DE-D)","Burr, R. (NC-R)",25
"Carper, T. (DE-D)","Capito, S. (WV-R)",29
"Carper, T. (DE-D)","Cardin, B. (MD-D)",50
"Carper, T. (DE-D)","Flake, J. (AZ-R)",11
"Carper, T. (DE-D)","Isakson, J. (GA-R)",24
"Carper, T. (DE-D)","Kirk, M. (IL-R)",39
"Carper, T. (DE-D)","Markey, E. (MA-D)",52
"Carper, T. (DE-D)","Menéndez, R. (NJ-D)",51
"Carper, T. (DE-D)","Moran, J. (KS-R)",20
"Carper, T. (DE-D)","Portman, R. (OH-R)",26
"Carper, T. (DE-D)","Sanders, B. (VT-I)",38
"Carper, T. (DE-D)","Toomey, P. (PA-R)",18
"Carper, T. (DE-D)","Udall, T. (NM-D)",39
"Carper, T. (DE-D)","Vitter, D. (LA-R)",21
"Carper, T. (DE-D)","Wicker, R. (MS-R)",22
"Carper, T. (DE-D)","Thune, J. (SD-R)",8
"Carper, T. (DE-D)","Coats, D. (IN-R)",7
"Carper, T. (DE-D)","Murphy, C. (CT-D)",54
"Carper, T. (DE-D)","Hirono, M. (HI-D)",49
"Carper, T. (DE-D)","Donnelly, J. (IN-D)",28
"Carper, T. (DE-D)","Heller, D. (NV-R)",17
"Carper, T. (DE-D)","Gillibrand, K. (NY-D)",65
"Carper, T. (DE-D)","Klobuchar, A. (MN-D)",53
"Carper, T. (DE-D)","McCaskill, C. (MO-D)",46
"Carper, T. (DE-D)","Tester, J. (MT-D)",36
"Carper, T. (DE-D)","Casey, R. (PA-D)",50
"Carper, T. (DE-D)","Whitehouse, S. (RI-D)",53
"Carper, T. (DE-D)","Corker, B. (TN-R)",2
"Carper, T. (DE-D)","Barrasso, J. (WY-R)",10
"Carper, T. (DE-D)","Cassidy, B. (LA-R)",12
"Carper, T. (DE-D)","Heinrich, M. (NM-D)",46
"Carper, T. (DE-D)","Peters, G. (MI-D)",54
"Carper, T. (DE-D)","Warner, M. (VA-D)",46
"Carper, T. (DE-D)","Risch, J. (ID-R)",13
"Carper, T. (DE-D)","Shaheen, J. (NH-D)",56
"Carper, T. (DE-D)","Merkley, J. (OR-D)",49
"Carper, T. (DE-D)","Bennet, M. (CO-D)",45
"Carper, T. (DE-D)","Franken, A. (MN-D)",52
"Carper, T. (DE-D)","Coons, C. (DE-D)",78
"Carper, T. (DE-D)","Manchin, J. (WV-D)",25
"Carper, T. (DE-D)","Gardner, C. (CO-R)",14
"Carper, T. (DE-D)","Lankford, J. (OK-R)",12
"Carper, T. (DE-D)","Scott, T. (SC-R)",9
"Carper, T. (DE-D)","Blumenthal, R. (CT-D)",58
"Carper, T. (DE-D)","Rubio, M. (FL-R)",16
"Carper, T. (DE-D)","Paul, R. (KY-R)",4
"Carper, T. (DE-D)","Ayotte, K. (NH-R)",43
"Carper, T. (DE-D)","Hoeven, J. (ND-R)",12
"Carper, T. (DE-D)","Lee, M. (UT-R)",4
"Carper, T. (DE-D)","Johnson, R. (WI-R)",32
"Carper, T. (DE-D)","Schatz, B. (HI-D)",46
"Carper, T. (DE-D)","Cotton, T. (AR-R)",14
"Carper, T. (DE-D)","Warren, E. (MA-D)",49
"Carper, T. (DE-D)","King, A. (ME-I)",41
"Carper, T. (DE-D)","Daines, S. (MT-R)",17
"Carper, T. (DE-D)","Heitkamp, H. (ND-D)",37
"Carper, T. (DE-D)","Fischer, D. (NE-R)",14
"Carper, T. (DE-D)","Cruz, T. (TX-R)",1
"Carper, T. (DE-D)","Kaine, T. (VA-D)",44
"Carper, T. (DE-D)","Booker, C. (NJ-D)",61
"Carper, T. (DE-D)","Sullivan, D. (AK-R)",11
"Carper, T. (DE-D)","Perdue, D. (GA-R)",9
"Carper, T. (DE-D)","Ernst, J. (IA-R)",16
"Carper, T. (DE-D)","Tillis, T. (NC-R)",18
"Carper, T. (DE-D)","Rounds, M. (SD-R)",13
"Carper, T. (DE-D)","Sasse, B. (NE-R)",3
"Cochran, T. (MS-R)","Collins, S. (ME-R)",68
"Cochran, T. (MS-R)","Cornyn, J. (TX-R)",57
"Cochran, T. (MS-R)","Crapo, M. (ID-R)",64
"Cochran, T. (MS-R)","Durbin, R. (IL-D)",22
"Cochran, T. (MS-R)","Enzi, M. (WY-R)",57
"Cochran, T. (MS-R)","Feinstein, D. (CA-D)",30
"Cochran, T. (MS-R)","Graham, L. (SC-R)",55
"Cochran, T. (MS-R)","Grassley, C. (IA-R)",59
"Cochran, T. (MS-R)","Hatch, O. (UT-R)",49
"Cochran, T. (MS-R)","Inhofe, J. (OK-R)",64
"Cochran, T. (MS-R)","Leahy, P. (VT-D)",30
"Cochran, T. (MS-R)","McCain, J. (AZ-R)",50
"Cochran, T. (MS-R)","McConnell, M. (KY-R)",34
"Cochran, T. (MS-R)","Mikulski, B. (MD-D)",25
"Cochran, T. (MS-R)","Murkowski, L. (AK-R)",48
"Cochran, T. (MS-R)","Murray, P. (WA-D)",22
"Cochran, T. (MS-R)","Nelson, B. (FL-D)",24
"Cochran, T. (MS-R)","Reed, J. (RI-D)",17
"Cochran, T. (MS-R)","Reid, H. (NV-D)",7
"Cochran, T. (MS-R)","Roberts, P. (KS-R)",72
"Cochran, T. (MS-R)","Schumer, C. (NY-D)",43
"Cochran, T. (MS-R)","Sessions, J. (AL-R)",40
"Cochran, T. (MS-R)","Shelby, R. (AL-R)",34
"Cochran, T. (MS-R)","Stabenow, D. (MI-D)",42
"Cochran, T. (MS-R)","Wyden, R. (OR-D)",24
"Cochran, T. (MS-R)","Baldwin, T. (WI-D)",39
"Cochran, T. (MS-R)","Blunt, R. (MO-R)",88
"Cochran, T. (MS-R)","Boozman, J. (AR-R)",85
"Cochran, T. (MS-R)","Brown, S. (OH-D)",33
"Cochran, T. (MS-R)","Burr, R. (NC-R)",54
"Cochran, T. (MS-R)","Capito, S. (WV-R)",70
"Cochran, T. (MS-R)","Cardin, B. (MD-D)",30
"Cochran, T. (MS-R)","Flake, J. (AZ-R)",41
"Cochran, T. (MS-R)","Isakson, J. (GA-R)",68
"Cochran, T. (MS-R)","Kirk, M. (IL-R)",66
"Cochran, T. (MS-R)","Markey, E. (MA-D)",26
"Cochran, T. (MS-R)","Menéndez, R. (NJ-D)",28
"Cochran, T. (MS-R)","Moran, J. (KS-R)",73
"Cochran, T. (MS-R)","Portman, R. (OH-R)",52
"Cochran, T. (MS-R)","Sanders, B. (VT-I)",14
"Cochran, T. (MS-R)","Toomey, P. (PA-R)",43
"Cochran, T. (MS-R)","Udall, T. (NM-D)",27
"Cochran, T. (MS-R)","Vitter, D. (LA-R)",66
"Cochran, T. (MS-R)","Wicker, R. (MS-R)",100
"Cochran, T. (MS-R)","Thune, J. (SD-R)",58
"Cochran, T. (MS-R)","Coats, D. (IN-R)",52
"Cochran, T. (MS-R)","Murphy, C. (CT-D)",26
"Cochran, T. (MS-R)","Hirono, M. (HI-D)",32
"Cochran, T. (MS-R)","Donnelly, J. (IN-D)",39
"Cochran, T. (MS-R)","Heller, D. (NV-R)",47
"Cochran, T. (MS-R)","Gillibrand, K. (NY-D)",46
"Cochran, T. (MS-R)","Klobuchar, A. (MN-D)",48
"Cochran, T. (MS-R)","McCaskill, C. (MO-D)",20
"Cochran, T. (MS-R)","Tester, J. (MT-D)",39
"Cochran, T. (MS-R)","Casey, R. (PA-D)",38
"Cochran, T. (MS-R)","Whitehouse, S. (RI-D)",30
"Cochran, T. (MS-R)","Corker, B. (TN-R)",27
"Cochran, T. (MS-R)","Barrasso, J. (WY-R)",58
"Cochran, T. (MS-R)","Cassidy, B. (LA-R)",49
"Cochran, T. (MS-R)","Heinrich, M. (NM-D)",23
"Cochran, T. (MS-R)","Peters, G. (MI-D)",39
