source,target,mlf_score,df_alpha,gloss_alpha,pf_alpha,hss_score,nc_score,global_score,weight
Valjean,Fauchelevent,11.497101468154126,0.03703703703703698,0.0252814,0.0307877712765436,1.0,0.762900762180509,8,8
Valjean,Bamatabois,0.33597499551698845,0.6169606086877,0.378264,0.778809146349712,0.0,-0.5987935442936134,1,1
Valjean,Simplice,1.9322967120669607,0.421875,0.117273,0.566785898416903,0.7142857142857143,0.3412699592750397,2,2
Valjean,Scaufflaire,2.5238992985027897,0.7738235497953665,1.0,0.905711197138765,1.0,0.8451199323056323,1,1
Valjean,Woman1,3.6270131214834302,0.33333333333333337,0.0289625,0.5,1.0,0.7443015322696298,2,2
Valjean,Judge,2.3366068180261372,0.26932907434290443,0.275181,0.365972176197915,0.935064935064935,0.33079441897929807,3,3
Valjean,Champmathieu,2.3366068180261372,0.26932907434290443,0.275181,0.365972176197915,0.948051948051948,0.33079441897929807,3,3
Valjean,Brevet,1.5899175289271381,0.32767999999999997,0.0636202,0.471655609538877,0.961038961038961,0.2180803857260428,2,2
Valjean,Chenildieu,1.5899175289271381,0.32767999999999997,0.0636202,0.471655609538877,0.961038961038961,0.2180803857260428,2,2
Valjean,Cochepaille,1.4506223902742925,0.3666478320532004,0.0840939,0.511704866949363,0.948051948051948,0.16260527146221582,2,2
Valjean,Woman2,4.723374851448454,0.16000000000000003,0.011854,0.254108142839097,1.0,0.7206788225223224,3,3
Valjean,MotherInnocent,5.331566175855366,0.25,0.150275,0.362477690288828,1.0,0.7820418632782647,3,3
Valjean,Gavroche,0.007050571200707389,0.6028730813128106,0.89245,0.759185899089802,0.0,-0.9144646053060634,2,2
Valjean,Gillenormand,2.5177850287996333,0.177978515625,0.235366,0.262516406897156,0.8961038961038961,0.37147550140122043,3,3
Valjean,MlleGillenormand,9.337068086825635,0.03481542554547867,0.160743,0.0241036211159841,0.6753246753246753,0.6384648174580608,9,9
Valjean,Marius,0.08178256707717578,0.38443642217811125,0.853423,0.239709330511182,0.7012987012987013,-0.43610485037424473,6,6
Valjean,Enjolras,1.430635464001556,0.17609404476855528,0.107021,0.167733223432693,0.5844155844155844,0.024254380990018753,7,7
Valjean,Bossuet,0.6025776962391624,0.34554210784816897,0.209984,0.335171315585587,0.6103896103896104,-0.18862741807770841,5,5
Valjean,Gueulemer,4.971683037192935,0.0187512517177989,0.510146,0.0312225696630735,1.0,0.5561485606420847,5,5
Valjean,Babet,4.693747761650191,0.048400258247050854,0.150801,0.0527302059081695,0.8311688311688312,0.4712534527936787,6,6
Valjean,Claquesous,2.56561459980106,0.11913487759092956,0.980306,0.162529866133281,0.7792207792207793,0.30374408885160364,4,4
Valjean,Montparnasse,0.45690308132118684,0.49853024673868906,0.999898,0.682195273162839,0.0,-0.4562116560540746,1,1
Valjean,Toussaint,3.105842146843862,0.25,0.0325733,0.405642299047811,1.0,0.6502568819763803,2,2
Marguerite,Fantine,8.029306756984427,0.44230096437967326,0.562861,0.362477690288828,1.0,0.9109875662530075,3,3
Listolier,Tholomyes,4.03171338969579,0.6111192640613622,0.357908,0.421495739666762,0.7662337662337663,0.5103580660933609,4,4
Listolier,Fameuil,7.49697260442681,0.35129803161599993,0.368135,0.44223364110192,0.025974025974025976,0.7943327553650102,4,4
Listolier,Blacheville,7.351595373927703,0.36702529559383845,0.38866,0.462197519513132,0.025974025974025976,0.7865314386241689,4,4
Listolier,Favourite,4.9759466440306035,0.4792111653112854,0.736279,0.613845390376257,0.025974025974025976,0.7093867701456094,3,3
Listolier,Dahlia,5.311539745918425,0.43232759591155623,0.598343,0.558309120298616,0.025974025974025976,0.7403068997897154,3,3
Listolier,Zephine,4.680487609017316,0.5193403908250598,0.781896,0.660899542392144,0.025974025974025976,0.679365242535856,3,3
Listolier,Fantine,3.1258446302026166,0.44230096437967326,0.587782,0.576189533927456,0.18181818181818182,0.4674441305547423,3,3
Tholomyes,Fameuil,3.8998039770809347,0.35129803161599993,0.372729,0.421495739666762,0.7532467532467533,0.4936549479715586,4,4
Tholomyes,Blacheville,3.774248666154549,0.36702529559383845,0.389807,0.421495739666762,0.7532467532467533,0.47725450717750817,4,4
Tholomyes,Favourite,2.386279479698691,0.4792111653112854,0.709142,0.577853888960312,0.36363636363636365,0.32378496603833584,3,3
Tholomyes,Dahlia,2.6673701830208616,0.43232759591155623,0.56181,0.558309120298616,0.7532467532467533,0.3836303876714766,3,3
Tholomyes,Zephine,2.1447488823892975,0.5193403908250598,0.766556,0.577853888960312,0.2857142857142857,0.26791999347397877,3,3
Tholomyes,Fantine,0.9996416118433458,0.44230096437967326,0.806386,0.576189533927456,0.16883116883116883,-0.07224148055365068,3,3
Tholomyes,Cosette,60.23261509510418,2.0903607740763164e-05,1.59702e-05,1.6846470018983e-07,0.5064935064935064,0.8818913107208358,31,31
Tholomyes,Marius,5.652596334900941,0.14007360348175424,0.890356,0.115493272571939,0.974025974025974,0.36398810652946845,12,12
Fameuil,Blacheville,7.200765197481775,0.36702529559383845,0.411388,0.44223364110192,0.025974025974025976,0.7781141611008815,4,4
Fameuil,Favourite,4.86509503559028,0.4792111653112854,0.753881,0.59634755912282,0.025974025974025976,0.6984090927413342,3,3
Fameuil,Dahlia,5.199372424543744,0.43232759591155623,0.598573,0.558309120298616,0.025974025974025976,0.7303473751710666,3,3
Fameuil,Zephine,4.5709451198395215,0.5193403908250598,0.779936,0.59634755912282,0.025974025974025976,0.6674328514550587,3,3
Fameuil,Fantine,4.672933856923869,0.3333365575113185,0.404698,0.425884481988211,0.19480519480519481,0.5815193071245686,4,4
Blacheville,Favourite,7.05633324053827,0.36702529559383845,0.435191,0.462197519513132,0.025974025974025976,0.7697645988121785,4,4
Blacheville,Dahlia,5.092001329005119,0.43232759591155623,0.585913,0.558309120298616,0.025974025974025976,0.7204820537995577,3,3
Blacheville,Zephine,4.466194180931101,0.5193403908250598,0.761112,0.613845390376257,0.025974025974025976,0.6556389928270372,3,3
Blacheville,Fantine,4.541044431183221,0.3333365575113185,0.39077,0.425884481988211,0.19480519480519481,0.5672884339355592,4,4
Favourite,Dahlia,10.14474915503076,0.22975660989883329,0.0980495,0.271886625701421,0.025974025974025976,0.8396107479435724,5,5
Favourite,Zephine,6.656847131043613,0.4104422546674157,0.495609,0.462197519513132,0.025974025974025976,0.7451143321202066,4,4
Favourite,Fantine,4.541044431183221,0.3333365575113185,0.39077,0.425884481988211,0.5844155844155844,0.5672884339355592,4,4
Dahlia,Zephine,7.105636218343507,0.4104422546674157,0.276561,0.399983589920557,0.2077922077922078,0.7727773053365077,4,4
Dahlia,Fantine,1.7664204384016027,0.5836067293812066,1.0,0.733711675802164,0.0,0.2565040590305586,2,2
Zephine,Fantine,14.260636018919685,0.07387122422570114,0.1384,0.0580707632844883,0.6753246753246753,0.7894100028561928,9,9
Fantine,MmeThenardier,7.441605915422028,0.1691766620661458,0.394956,0.139411184587207,0.23376623376623376,0.6120037097959361,7,7
Fantine,Thenardier,0.23784875499453706,0.7292044468283958,0.951432,0.870932220814632,0.0,-0.7345978868480665,1,1
Fantine,Javert,3.711776108699225,0.18530201888518416,0.255213,0.221834337587679,0.7662337662337663,0.4039413253490387,5,5
Fantine,Bamatabois,0.9564856172488716,0.6169606086877,0.999999,0.778809146349712,0.0,0.0016273761051934232,1,1
Fantine,Perpetue,2.771117288037564,0.5,0.000821605,0.709128271741242,0.987012987012987,0.8387910483754377,1,1
Fantine,Simplice,6.0455308624824,0.244140625,6.70014e-05,0.337004102086837,0.24675324675324675,0.8061650913809983,3,3
MmeThenardier,Thenardier,18.450126375297327,0.013363461010158062,0.303323,0.0056540673986743,0.9350649350649352,0.7927593366164792,12,12
MmeThenardier,Cosette,0.3443877734305581,0.8064913940515533,1.0,0.915893774045696,0.0,-0.6039741585732791,1,1
MmeThenardier,Javert,4.514252443305578,0.18530201888518416,0.680875,0.221834337587679,0.05194805194805195,0.4934093049478303,5,5
MmeThenardier,Eponine,1.1375543447485288,0.6280093925418642,0.999999,0.778989895728964,0.0,0.004628888887594773,2,2
MmeThenardier,Anzelma,4.844706948433187,0.3599999999999999,1.0,0.506665069853612,0.19480519480519481,0.8441275756943178,2,2
MmeThenardier,Magnon,2.9741780174595283,0.5,0.158826,0.709128271741242,0.974025974025974,0.8677618871689514,1,1
MmeThenardier,Gueulemer,1.1799373886190971,0.5132605082338891,0.93335,0.693951187249886,0.0,0.1700037121669229,1,1
MmeThenardier,Babet,10.644237957411239,0.048400258247050854,5.57159e-07,0.0527302059081695,0.19480519480519481,0.8052699272689132,6,6
MmeThenardier,Claquesous,6.365950221264255,0.11913487759092956,3.72156e-07,0.162529866133281,0.19480519480519481,0.7273017938793048,4,4
Thenardier,Cosette,0.2908788500811725,0.8064913940515533,0.999837,0.870932220814632,0.0,-0.6681063237437237,1,1
Thenardier,Javert,0.26284928433036703,0.7237977205924958,0.944365,0.866796350957843,0.0,-0.7028445547579261,1,1
Thenardier,Pontmercy,0.7132430633035849,0.9149338374291115,0.999998,0.870932220814632,0.0,-0.21547892465515872,1,1
Thenardier,Boulatruelle,3.5458313765821874,0.7292044468283958,1.0,0.870932220814632,1.0,0.942331973949321,1,1
Thenardier,Eponine,1.9663969055886268,0.49352800591736645,0.755875,0.501298146245689,0.0,0.2217945456753768,3,3
Thenardier,Anzelma,4.634726249722127,0.3599999999999999,1.0,0.506665069853612,0.8311688311688312,0.8270731264693498,2,2
Thenardier,Gavroche,0.08909865833275032,0.7776334482929183,0.995328,0.870932220814632,0.0,-0.9486021949784669,1,1
Thenardier,Marius,0.03386803062331192,0.8556917016174316,0.985894,0.870932220814632,0.0,-1.056933177185178,1,1
Thenardier,Gueulemer,1.0898829706996143,0.5132605082338891,0.999959,0.693951187249886,0.0,0.1055381687921112,1,1
Thenardier,Babet,0.7780823792676715,0.6446089162177975,1.0,0.801852829738664,0.0,-0.15511032810815473,1,1
Thenardier,Claquesous,5.971242307663358,0.11913487759092956,1.13435e-07,0.162529866133281,0.07792207792207792,0.6990688161248975,4,4
Thenardier,Montparnasse,3.0172044640393216,0.23256803936137782,0.99999,0.372133015798871,0.1038961038961039,0.5927438593755345,2,2
Thenardier,Brujon,4.9759466440306035,0.20717621103300343,0.573777,0.29550681003728,0.6103896103896104,0.71401921105621,3,3
Cosette,Javert,0.2722164569898418,0.7237977205924958,0.999875,0.866796350957843,0.0,-0.6911308887739618,1,1
Cosette,Woman2,2.0135756927391615,0.64,1.0,0.79470993566712,0.0,0.6209205484084811,1,1
Cosette,Gillenormand,3.054587437953756,0.3348979766803839,0.312739,0.478974512362079,0.09090909090909091,0.5999294816860123,2,2
Cosette,MlleGillenormand,2.1000044810018648,0.5485368867271029,0.997688,0.70202279644332,0.0,0.3633295870592679,2,2
Cosette,LtGillenormand,3.7911128780414147,0.421875,0.0626603,0.566785898416903,0.0,0.7257542052456596,2,2
Cosette,Marius,0.036406822495903206,0.8556917016174316,0.999714,0.927133416343928,0.0,-1.05082482249132,1,1
Cosette,Toussaint,2.2227131772530333,0.5625,1.0,0.737100962504421,0.0,0.6944616806129668,1,1
Javert,Fauchelevent,1.1826930778816462,0.7702546296296297,0.903769,0.866796350957843,0.0,0.17479394176733815,1,1
Javert,Bamatabois,2.557423503681752,0.36725240859625075,0.999997,0.512790191451849,0.935064935064935,0.48970964822261054,2,2
Javert,Simplice,3.6769020199163283,0.421875,6.93556e-05,0.566785898416903,0.1038961038961039,0.7101487766140999,2,2
Javert,Woman1,2.4371461323124612,0.6666666666666667,1.0,0.813692407611862,0.0,0.7594756347352851,1,1
Javert,Woman2,1.956156014651777,0.64,1.0,0.79470993566712,0.0,0.600275554341431,1,1
Javert,Gavroche,0.08003989585923982,0.7776334482929183,0.995053,0.866796350957843,0.0,-0.9643446471469925,1,1
Javert,Enjolras,5.889931707044179,0.17609404476855528,0.216107,0.0863434956241863,0.35064935064935066,0.5127701839197347,7,7
Javert,Gueulemer,1.0569976471139082,0.5132605082338891,0.999968,0.693951187249886,0.0,0.08105050728242064,1,1
Javert,Babet,0.7487275818323953,0.6446089162177975,1.0,0.801852829738664,0.0,-0.1816944544327644,1,1
Javert,Claquesous,0.8214204538796892,0.614709800631603,1.0,0.777290867584107,0.0,-0.11542545250235176,1,1
Javert,Montparnasse,2.9449989705746225,0.23256803936137782,0.999992,0.372133015798871,0.5714285714285714,0.5785260819083031,2,2
Javert,Toussaint,2.1644202473463183,0.5625,1.0,0.737100962504421,0.0,0.6772698050813079,1,1
Fauchelevent,MotherInnocent,3.5458313765821874,0.75,0.824297,0.872415773578758,0.0,0.916735747111884,1,1
Fauchelevent,Gribier,9.15288926141946,0.5787037037037037,1.0,0.72610033476753,1.0,0.9842772710093245,2,2
Bamatabois,Judge,5.031957701040356,0.43375716751999094,0.214509,0.512790191451849,0.025974025974025976,0.8489929676862493,2,2
Bamatabois,Champmathieu,8.272368410858144,0.26932907434290443,0.214509,0.298411295264905,0.03896103896103896,0.9063929762905902,3,3
Bamatabois,Brevet,5.538597115815671,0.32767999999999997,0.0259007,0.471655609538877,0.05194805194805195,0.8840758230247081,2,2
Bamatabois,Chenildieu,5.538597115815671,0.32767999999999997,0.0259007,0.471655609538877,0.05194805194805195,0.8840758230247081,2,2
Bamatabois,Cochepaille,5.354011099953643,0.3666478320532004,0.0334054,0.511704866949363,0.03896103896103896,0.872263479787439,2,2
Perpetue,Simplice,4.634730961571088,0.669921875,0.91233,0.709128271741242,0.025974025974025976,0.9755758111959786,1,1
Judge,Champmathieu,5.307712993313509,0.43375716751999094,0.283554,0.5812591057171,0.025974025974025976,0.8689821485793422,2,2
Judge,Brevet,5.8167458079129295,0.32767999999999997,0.0469019,0.471655609538877,0.03896103896103896,0.8996286811890729,2,2
Judge,Chenildieu,5.8167458079129295,0.32767999999999997,0.0469019,0.471655609538877,0.05194805194805195,0.8996286811890729,2,2
Judge,Cochepaille,5.631360831069967,0.3666478320532004,0.0601141,0.511704866949363,0.03896103896103896,0.8893233015257733,2,2
Champmathieu,Brevet,2.574242973718624,0.59049,0.998553,0.756971201172331,0.0,0.7709945955122659,1,1
Champmathieu,Chenildieu,5.8167458079129295,0.32767999999999997,0.0469019,0.471655609538877,0.03896103896103896,0.8996286811890729,2,2
Champmathieu,Cochepaille,5.631360831069967,0.3666478320532004,0.0601141,0.511704866949363,0.03896103896103896,0.8893233015257733,2,2
Brevet,Chenildieu,2.8275781674787956,0.59049,0.998974,0.756971201172331,0.025974025974025976,0.8220491379404146,1,1
Brevet,Cochepaille,6.14279276182264,0.3666478320532004,0.142883,0.471655609538877,0.025974025974025976,0.9153936842720515,2,2
Chenildieu,Cochepaille,2.735280753654069,0.6209213230591552,0.999111,0.756971201172331,0.025974025974025976,0.804796951705253,1,1
Pontmercy,MmePontmercy,3.587784869784431,0.5,0.230793,0.709128271741242,0.4155844155844156,0.928097956376554,1,1
Pontmercy,Marius,36.93117995738744,0.027465093960197695,3.82656e-07,0.0015769923934234,1.0,0.8545047929264558,21,21
Eponine,Anzelma,2.075071018083253,0.64,1.0,0.79470993566712,0.0,0.6419628221985715,1,1
Eponine,Marius,20.86060077647658,0.03996201796494181,0.114149,0.0004709545557951,0.8311688311688312,0.7012853352870254,19,19
Eponine,Mabeuf,0.44713451665276904,0.7659162336101641,0.999999,0.898149773705802,0.0,-0.4874728228130734,1,1
Eponine,Courfeyrac,9.155571630979258,0.17710804549195558,0.443195,0.0843303121386084,0.19480519480519481,0.6199170843535073,9,9
Eponine,Gueulemer,1.1609491503410487,0.5132605082338891,0.839321,0.693951187249886,0.0,0.15672390513673323,1,1
Eponine,Babet,2.207643786494353,0.406264388949487,0.999998,0.554427226298452,0.0,0.3943538328627104,2,2
Eponine,Claquesous,0.9176588118290377,0.614709800631603,1.0,0.777290867584107,0.0,-0.0336169551247007,1,1
Eponine,Montparnasse,3.1723134856099944,0.23256803936137782,1.0,0.372133015798871,0.36363636363636365,0.6217997536594849,2,2
Eponine,Brujon,5.2137227006945555,0.20717621103300343,0.415584,0.29550681003728,0.2077922077922078,0.735536405511281,3,3
MmeBurgon,Jondrette,6.709913291236646,0.5,1.0,0.709128271741242,1.0,0.9967045081265303,1,1
MmeBurgon,Gavroche,2.3292105309923525,0.7776334482929183,0.011163,0.709128271741242,1.0,0.7536648198096889,1,1
Gavroche,Marius,0.0025752578903169296,0.8556917016174316,0.996183,0.908015417763606,0.0,-1.1703782361580184,1,1
Gavroche,Mabeuf,0.15369393117708033,0.7659162336101641,0.935405,0.898149773705802,0.0,-0.8475100252741827,1,1
Gavroche,Enjolras,2.395890878489181,0.22876792454960992,0.168544,0.241401081461285,0.20779220779220778,0.19147230062967607,6,6
Gavroche,Combeferre,16.789552510297554,0.023589950252244307,0.232029,0.0052014486725585,0.7532467532467533,0.6941013799202991,15,15
Gavroche,Prouvaire,0.30617255346452515,0.7306902050019841,1.0,0.870707578955306,0.0,-0.6456855063142717,1,1
Gavroche,Feuilly,0.6250374107036362,0.5552121421125983,0.973817,0.711975892134814,0.0,-0.26053994171254063,2,2
Gavroche,Courfeyrac,15.87278662265857,0.029836125112616574,0.43858,0.0019259010474708,0.41558441558441556,0.6355155495428906,17,17
Gavroche,Bahorel,3.658961243139587,0.15429492590689253,0.552631,0.183214728917594,0.14285714285714285,0.40067849409505746,5,5
Gavroche,Bossuet,9.525169585768909,0.06530555964043416,0.301997,0.0212171767902422,0.6623376623376622,0.5499188653087657,12,12
Gavroche,Joly,2.7019577113947735,0.2480143275689234,0.106316,0.299244925166795,0.1038961038961039,0.2684254253620333,5,5
Gavroche,Grantaire,2.9921047357068407,0.15431577591516543,0.931427,0.234918500068177,0.35064935064935066,0.451144619878538,3,3
Gavroche,Gueulemer,0.6694811594153,0.5132605082338891,0.993752,0.693951187249886,0.0,-0.24743612381403837,1,1
Gavroche,Babet,0.41680258004473913,0.6446089162177975,1.0,0.801852829738664,0.0,-0.5151100454808253,1,1
Gavroche,Montparnasse,0.7780823792676715,0.49853024673868906,0.998014,0.682195273162839,0.0,-0.14339693434803025,1,1
Gavroche,Child1,3.5872624119565133,0.6,0.999168,0.72920384951862,0.987012987012987,0.7119373457759158,2,2
Gavroche,Child2,3.5872624119565133,0.6,0.999168,0.72920384951862,0.987012987012987,0.7119373457759158,2,2
Gavroche,Brujon,3.504636618955182,0.20717621103300343,0.831486,0.29550681003728,0.2207792207792208,0.5390745333085221,3,3
Gavroche,MmeHucheloup,1.199460610335568,0.39656945660396614,0.998941,0.60281782881969,0.1038961038961039,0.20318277861709066,1,1
Gillenormand,Magnon,4.231696982204344,0.5,0.33623,0.709128271741242,0.03896103896103896,0.9627205414697388,1,1
Gillenormand,MlleGillenormand,4.5419514439112305,0.5485368867271029,0.235778,0.478974512362079,0.0,0.8066983348843995,2,2
Gillenormand,LtGillenormand,2.8671941943809256,0.669921875,0.997685,0.759351393768041,0.0,0.8293362147292659,1,1
Gillenormand,Marius,1.566326298487286,0.7312123500931731,0.645285,0.478974512362079,0.1038961038961039,0.20184759615589462,2,2
Gillenormand,BaronessT,4.231696982204344,0.5,0.33623,0.709128271741242,0.03896103896103896,0.9627205414697388,1,1
MlleGillenormand,MmePontmercy,3.6775440364490923,0.5,0.950045,0.709128271741242,0.5974025974025974,0.9343148067719912,1,1
MlleGillenormand,MlleVaubois,4.364316932237498,0.7462153966366277,1.0,0.881746029165559,1.0,0.9738814708381065,1,1
MlleGillenormand,LtGillenormand,2.3292105309923525,0.669921875,0.999169,0.819092066923252,0.0,0.7109012411050873,1,1
MlleGillenormand,Marius,4.029065964145647,0.4524491868994178,4.94747e-08,0.23007314809576,0.35064935064935066,0.45130506416671445,5,5
LtGillenormand,Marius,5.909294778278197,0.5317170688377074,6.21189e-11,0.171730454482767,1.0,0.7143434248385553,4,4
Marius,BaronessT,2.0255318600945187,0.5,0.00481014,0.709128271741242,0.974025974025974,0.6725647566210706,1,1
Marius,Mabeuf,0.07013327746194348,0.7659162336101641,0.998953,0.898149773705802,0.0,-0.9807751079877176,1,1
Marius,Enjolras,0.014295890107239806,0.7903339854815024,0.993347,0.916549765843835,0.0,-1.1129757904577207,1,1
Marius,Combeferre,1.3677522747622106,0.3328681038017811,0.85417,0.409884425000528,0.2077922077922078,0.023446177078589675,5,5
Marius,Feuilly,3.2148095902701543,0.15251042646196789,0.646558,0.166302802913803,0.2857142857142857,0.3063759224657143,6,6
Marius,Courfeyrac,6.706245682843765,0.07513243866026365,0.894796,0.046203033595045,0.8961038961038961,0.40381458183401464,13,13
Marius,Bahorel,2.5350371722885803,0.15429492590689253,0.695359,0.183214728917594,0.8051948051948052,0.2467035725007574,5,5
Marius,Bossuet,0.9037713252396321,0.34554210784816897,0.875258,0.428295703121467,0.19480519480519481,-0.09482629550391054,5,5
Marius,Joly,3.448731374527983,0.13458798574153796,0.454429,0.13505337917538,0.7532467532467533,0.301655649055769,7,7
Mabeuf,Enjolras,2.947346190817554,0.38064039267229743,0.658424,0.41811401230826,0.1038961038961039,0.35477591540130504,4,4
Mabeuf,Combeferre,6.896549135853539,0.2630755761638284,0.530256,0.198588303911873,0.03896103896103896,0.6280852753066734,6,6
Mabeuf,Feuilly,1.6341162523086548,0.5552121421125983,0.999998,0.711975892134814,0.0,0.20719970917692423,2,2
Mabeuf,Courfeyrac,6.80434880985953,0.2660218884908241,0.36157,0.130089364816159,0.8571428571428572,0.5748895710685232,7,7
Mabeuf,Bahorel,9.01918282474927,0.10187252394399593,0.346426,0.108800266940545,0.03896103896103896,0.7409636744469755,6,6
Mabeuf,Bossuet,2.9970529140040267,0.430653651784495,0.626083,0.41811401230826,0.05194805194805195,0.3626901687707785,4,4
Mabeuf,Joly,2.585955535784602,0.4425562545486085,0.670524,0.570812968863653,0.03896103896103896,0.3631973502475959,3,3
Mabeuf,MotherPlutarch,9.846035825973953,0.4393842419318118,1.0,0.570812968863653,1.0,0.9533070661803406,3,3
Enjolras,Combeferre,0.6458450581182311,0.6533801602200306,0.999384,0.781450531713867,0.0,-0.25036754859330906,2,2
Enjolras,Prouvaire,4.1304234415572925,0.2627814246559437,0.377179,0.333613608337384,0.5714285714285714,0.5211457891235319,4,4
Enjolras,Feuilly,4.607484502683535,0.21405831560130784,0.521226,0.25569818988236,0.09090909090909091,0.5037272436378495,5,5
Enjolras,Courfeyrac,0.3523931035176052,0.6951245825987374,0.997522,0.781450531713867,0.0,-0.44779019369276973,2,2
Enjolras,Bahorel,1.118365074071385,0.4916816953581815,0.999276,0.645716339478163,0.0,-0.0027816069793000775,2,2
Enjolras,Bossuet,9.3886607359173,0.10767845626154893,0.572131,0.05763322004517,0.19480519480519481,0.59737410951265,10,10
Enjolras,Joly,3.9003210292757653,0.2480143275689234,0.756408,0.299244925166795,0.1038961038961039,0.4267361892179673,5,5
Enjolras,Grantaire,3.8329285717474333,0.15431577591516543,0.848637,0.234918500068177,0.6363636363636364,0.5810516179743107,3,3
Enjolras,Claquesous,0.6908827517552016,0.614709800631603,1.0,0.777290867584107,0.0,-0.2338938230935739,1,1
Enjolras,MmeHucheloup,1.487377303415922,0.39656945660396614,0.893409,0.60281782881969,0.6103896103896104,0.37719802949822023,1,1
Combeferre,Prouvaire,1.7303949477861482,0.5271122993539923,1.0,0.681555172512881,0.0,0.24287530698763654,2,2
Combeferre,Feuilly,0.4443912008773833,0.7483568304270123,1.0,0.884919356654018,0.0,-0.4902429790574331,1,1
Combeferre,Courfeyrac,0.15127760602357174,0.8348906436685118,0.999964,0.929614299745212,0.0,-0.8520766416353369,1,1
Combeferre,Bahorel,4.181174799705926,0.23019112914334983,0.420962,0.294941188415544,0.025974025974025976,0.5254670482984307,4,4
Combeferre,Bossuet,4.7657789834594775,0.27611264451069917,0.735425,0.305714617020725,0.0,0.4656241391103288,6,6
Combeferre,Joly,4.770519222922784,0.2480143275689234,0.640464,0.299244925166795,0.025974025974025976,0.518952085745229,5,5
Combeferre,Grantaire,0.9834634218397491,0.5594245067186421,0.992427,0.731777762521073,0.0,0.0219893028112792,1,1
Prouvaire,Feuilly,0.8533967990498275,0.7483568304270123,1.0,0.870707578955306,0.0,-0.09044544530545628,1,1
Prouvaire,Courfeyrac,7.130841188246248,0.3243847192153648,0.306478,0.131013815355306,0.4025974025974026,0.6451054525787134,6,6
Prouvaire,Bahorel,4.2055393653177635,0.3386321713512671,0.482393,0.45059467419434,0.025974025974025976,0.6247115996562769,3,3
Prouvaire,Bossuet,1.425172168104005,0.6611106119225956,1.0,0.681555172512881,0.0,0.1297456423114298,2,2
Prouvaire,Joly,7.380308735377878,0.2480143275689234,0.287166,0.214149131369385,0.025974025974025976,0.7170877864413547,5,5
Prouvaire,Grantaire,3.6048138424093037,0.30065780133008957,0.223656,0.443039921800394,0.025974025974025976,0.6905789356437659,2,2
Feuilly,Courfeyrac,1.7507353117144042,0.5771145920943167,0.624039,0.533398545389234,0.0,0.16669776482519671,3,3
Feuilly,Bahorel,1.8981416421161312,0.4916816953581815,1.0,0.645716339478163,0.0,0.2982259818069476,2,2
