source,target,weight,gloss_alpha,nc_score,mlf_score,pf_alpha,df_alpha,hss_score,global_score
16,1733,150,0.0209024,0.9495819639577516,410.7875086921631,0.372610142967155,0.6812815110387438,1.0,150
16,2023,9,1.0,0.999760577682156,74.32537285744483,0.828145424003588,0.7848765878443414,1.0,9
16,2020,20,0.289415,0.999209641253226,141.794707812491,0.380290226994523,0.2812333429004877,0.9996342355523042,20
16,1202,26,0.440328,0.5663353650399708,17.93762574056409,0.796816304203688,0.9544879582853956,0.0,26
16,1272,33,0.355979,0.8761410337923181,63.52547201752491,0.435397651569144,0.8716642848615574,0.0,33
16,1288,14,0.617328,0.9197987742486344,37.19229612045778,0.0971075135364372,0.9051346742861108,0.0,14
16,1542,31,0.380922,0.6336942442717727,25.776479757780518,0.90156528356369,0.9307039638084886,0.0,31
16,1855,23,1.0,0.9997601831793562,187.2535077857628,0.518608846319775,0.5362808397632182,1.0,23
16,1856,11,0.00247299,0.9996775101051268,87.83794457271692,0.464500797766656,0.2142857142857143,1.0,11
16,17,12,0.538582,0.9986894529288992,80.52216051212714,0.396892502037092,0.6049382716049383,0.0,12
16,1951,5,1.0,0.999760745500654,41.906130493185735,0.612758292943691,0.8743087671258346,1.0,5
16,1614,5,0.858257,,4.171694082378352,0.75626337271263,0.9850693348657058,0.0,5
1029,1008,14,0.312534,,67.39397666184847,0.326722679276696,0.8662088842363399,0.0,14
1029,1022,2,0.347286,0.9998574036642432,18.99861582386585,0.125558226153833,0.5,0.9985369422092172,2
1029,1023,5,1.0,0.9999465432957444,49.43538104180372,0.343809007254617,0.6991374231961485,1.0,5
1029,1025,14,0.225352,0.9998674295270182,124.6620923118888,0.633404436920248,0.0904375753231381,0.9970738844184344,14
1029,1026,36,0.000861926,0.9998627399292068,314.35314048253736,0.768574504420282,0.0139446426006533,0.9985369422092172,36
1029,1028,2,0.347286,0.9998574036642432,18.99861582386585,0.158147036955255,0.5,0.9996342355523042,2
1029,2335,16,0.0443081,0.9999193584972424,149.12844460208845,0.355150220201403,0.0281910084655216,1.0,16
1029,1032,14,0.236035,0.9991249528582276,99.43160633385324,0.519290089550885,0.538432408201837,0.0,14
1029,1033,10,0.479025,0.8968603673843981,23.90518913111378,0.323192215134007,0.9709481414662812,0.0,10
1029,1733,66,0.00488039,0.9735096986813532,226.64261112159943,0.101353956034573,0.8448161232678386,1.0,66
1029,1906,6,1.0,0.999946496398754,59.06279347547831,0.667173873492003,0.6502471642142049,1.0,6
1029,1907,1,1.0,0.99994681490766,10.539006503082932,0.304798802143959,0.9314792976074604,1.0,1
1029,1908,1,1.0,0.9996308432299732,9.152751866583143,0.47324842471053,0.5625,0.0,1
1029,1904,7,0.97079,0.9998236529404976,61.68748625541878,0.44691751455584,0.631578947368421,0.0,7
1029,1666,27,0.112366,0.956821431252156,84.46472919091977,0.554608481918693,0.9169252802467568,0.0,27
1029,2010,1,1.0,0.9997363052597364,9.44042069755334,0.994465468635015,0.6666666666666667,0.0,1
1029,1031,1,1.0,0.9994199442319124,8.74731324126281,0.357255735775409,0.6944444444444445,0.0,1
1666,4,22,0.0172472,0.993715775638435,108.69942843485585,0.897528096822012,0.09765625,1.0,22
1666,648,558,0.194517,0.2913289641344362,93.98219833055066,0.0399037397234235,0.5795670900819931,0.0,558
1666,1008,240,0.0916513,,709.782712893384,0.015843072698776,0.072340535724955,0.0,240
1666,1032,16,0.483667,0.944538100263602,46.45642681393541,0.19325862430055,0.4908680678886329,0.0,16
1666,1033,325,0.299233,0.8130864647050264,454.80163112038815,0.245142088427924,0.3800073727269569,0.0,325
1666,1035,280,0.226852,0.943105853455893,709.782712893384,0.499678167804352,0.2327384366770728,0.0,280
1666,1049,554,0.0766028,0.9736130216991878,709.782712893384,0.794369498930586,0.0359364597874353,0.3189465983906364,554
1666,1096,524,0.188463,0.6560328127099722,419.9311338713164,0.476494016169742,0.1902086296579297,0.0,524
1666,1187,227,0.455264,0.4982912446293676,106.13613644019686,0.677618633279143,0.7251774249568632,0.0,227
1666,1201,747,0.153451,0.8139319357718885,709.782712893384,0.229240372226363,0.1299384749866232,0.0,747
1666,1264,473,0.253344,0.5963342497098493,308.57761788638595,0.0611066525705919,0.3371714695646631,0.0,473
1666,1542,1833,0.0600042,0.8833418010077624,709.782712893384,0.961316495588583,0.0133460839368894,0.916605705925384,1833
1666,1573,974,0.144059,0.7867487677545436,709.782712893384,0.463210652598737,0.1295738105919598,0.0482809070958302,974
1666,1614,162,0.462775,0.7324217555256962,173.0814776337631,0.269207179156186,0.6122420311646797,0.0,162
1666,1653,867,0.127239,0.8372504500945464,709.782712893384,0.888809818005481,0.0879425107547688,0.0267008046817849,867
1666,1659,427,0.287729,0.5596661543772834,244.81255401600205,0.685332238346891,0.4242841025580334,0.0,427
1666,1013,18,0.612869,0.9611737731157736,59.07341465582609,0.277109540582156,0.5814781005632803,0.0,18
1666,1036,65,0.566217,,219.69171451068368,0.397316398718744,0.6085451540456416,0.0,65
1666,1044,123,0.398403,0.9739106450022152,419.8880079935056,0.761190312890858,0.4157414770792583,0.0,123
1666,1664,7,0.985482,0.9864121516776448,31.35172014783372,0.15307040053876,0.631578947368421,0.0,7
1666,1665,104,0.397479,0.9638773702836598,320.5724897718639,0.478422375719817,0.426767561700508,0.0,104
1666,1935,6,0.512438,0.9921445668945992,29.98448248181764,0.431608418205761,0.4,1.0,6
1666,1668,596,0.0536688,0.9709543840710146,709.782712893384,0.0729755253087159,0.0206865474546685,0.8566203365032918,596
1666,1669,31,0.242648,0.9886641319319528,135.01199877091696,0.171199796588281,0.2243067992592879,0.9992684711046086,31
1666,1672,68,0.600506,0.9605176837858628,206.6511786637722,0.262133845140794,0.7094742660849308,0.0,68
1666,1675,101,0.0480484,0.9890723794021002,433.11971739943647,0.730082732436071,0.0325354132431001,1.0,101
1666,1676,335,0.286218,0.9853312578769344,709.782712893384,0.137752907396361,0.2706814655628425,0.0340160936356986,335
1666,1678,65,0.70349,0.9848388087625568,263.11952126059947,0.186249325769167,0.7004608294930876,0.0,65
1666,1937,429,0.0629392,0.9953571156168532,709.782712893384,0.211321384484475,0.0159448484119445,1.0,429
1666,1681,441,0.194773,0.9783292468846484,709.782712893384,0.293506871655035,0.1575835200608376,0.0,441
1666,2602,152,1.0,0.9959492078381796,709.782712893384,0.889726597414781,0.6126731995324008,1.0,152
1666,2603,38,0.197165,0.9897583044857244,168.19730624975813,0.587438866035619,0.3283676303497033,1.0,38
1666,2604,166,1.0,0.99594833063677,709.782712893384,0.396803539414787,0.5855208856431506,1.0,166
1666,1689,179,0.321901,0.9906178357369374,709.782712893384,0.246555767452838,0.3126076827877405,0.0,179
1666,1692,97,0.709074,,389.5598888346762,0.0400979075798291,0.706060606060606,0.0,97
1666,1697,29,0.120001,0.992028990321638,136.0387948629272,0.289741795774588,0.0928551757491082,0.9996342355523044,29
1666,1702,979,0.691123,,709.782712893384,0.334628172937818,0.1801630676148934,1.0,979
1666,1705,557,0.321668,0.985584066092416,709.782712893384,0.329472971999621,0.265516067773354,0.0,557
1666,1706,1296,0.109915,0.9246587078485804,709.782712893384,0.435261777354157,0.0621488340594594,0.0384052670080468,1296
1666,2605,122,0.0,0.995882666813942,636.0571774169501,0.0567325694133816,0.0161290322580645,1.0,122
1666,1716,339,0.324596,0.8951661637177011,668.7894780292515,0.818764611043414,0.4033741731279187,0.0,339
1666,1718,201,0.0869048,0.9704076238631796,651.9222053602117,0.421588046266877,0.0708919907654772,0.9963423555230432,201
1666,1724,21,0.566495,0.961965449475427,67.58853240462271,0.472121053139916,0.7731866825208085,0.0,21
1666,1727,352,0.210567,0.9094377767243084,709.782712893384,0.0224554295070898,0.21139113349227,0.0,352
1666,2606,70,0.238577,0.9939779404219704,341.62226257997094,0.0788874236233727,0.306930693069307,0.9989027066569128,70
1666,1730,268,0.502719,0.9528242725110284,709.782712893384,0.173850897471652,0.6399481492568967,0.0,268
1666,1733,1623,0.0624877,0.9243398933753708,709.782712893384,0.119241367983959,0.0142121372309154,0.1042428675932699,1623
1666,2607,20,0.0659856,0.994237667618496,100.48226159044496,0.127814807624148,0.0672153635116598,1.0,20
1666,2608,261,0.1255,,709.782712893384,0.198480775212116,0.0817774518223046,1.0,261
1666,1752,514,0.184165,0.7214791665787212,516.621925598667,0.627986654285626,0.1791143273064561,0.0,514
1666,1719,44,0.511202,,137.75625878339915,0.794975734684191,0.5386086636608418,0.0,44
1666,1726,77,0.338183,0.9798102112270494,285.287828417292,0.220028899716778,0.3013392414530266,0.0,77
1666,575,102,0.630517,-0.4810719716435541,-0.0,0.23760166106176,0.8556538366870203,0.0,102
1666,1026,8,0.442319,0.9459898864427108,24.638518735950203,0.312185295759816,0.4622348750643099,0.0,8
1666,1679,22,0.663292,0.8985953997489845,48.88048649882442,0.644009559197466,0.7325949382215129,0.0,22
1666,1940,13,0.507892,0.9803710840641912,51.64545336732805,0.616814450841204,0.5695977216091135,0.0,13
1666,1696,5,0.947748,0.9592656643296332,17.666530174789983,0.69967816795019,0.7541551246537397,0.0,5
4,1011,5,0.991186,0.9999584533104104,51.8795719595306,0.150540127896667,0.612476370510397,0.0,5
4,1190,5,0.999044,0.9999098775968936,48.201111549275446,0.0089220665141793,0.718921802662037,0.0,5
1011,1008,13,0.132372,0.9991887042013868,92.18903387536577,0.182545458590981,0.8751728401649094,1.0,13
1011,1190,5,0.780437,0.9999365504404336,49.85228025874272,0.054383961010182,0.718921802662037,0.0,5
1190,1191,12,0.143812,0.9999772910313788,127.6318745250634,0.431969808131118,0.25,0.9996342355523042,12
1190,1187,26,0.109879,0.9839138697757316,104.43053269707008,0.454083500130918,0.9639625478052086,1.0,26
9,12,4,0.899575,0.9993740144476944,31.39951488228401,0.606429866678189,0.8992395824771924,0.0,4
9,2022,12,0.451764,0.9998976001240224,110.77992268263873,0.435609149428108,0.6824196597353498,0.0,12
9,1856,3,0.999527,0.9999001124844864,29.27504036903343,0.856630648500493,0.7857142857142857,0.0,3
12,2020,6,0.74527,0.9996704990277756,49.86542766450326,0.0797669371653289,0.7206527532904179,0.0,6
12,2022,12,0.49502,0.9998238047152898,104.47515993146654,0.683529563477445,0.6824196597353498,0.0,12
11,2020,12,0.386103,0.9998884167885528,109.76997726535627,0.52614101251074,0.4988724424945672,0.0,12
11,17,22,0.243997,0.9999488641387873,214.64458302385972,0.262014447423668,0.3511659807956104,0.9996342355523042,22
2020,17,20,0.159343,0.999963248251184,201.74009009495612,0.519976458234778,0.3964334705075445,0.0007315288953913,20
15,2021,3,0.0545261,0.9999892360591464,35.564144564198955,0.326122009183811,0.6666666666666667,0.0,3
1008,648,154,0.204233,0.664171533795067,130.86104129551208,0.0854027146396118,0.8604195159237593,0.0,154
1008,1009,44,0.13125,0.9989039107505946,292.96624862163844,0.757229693606976,0.0730770643366776,1.0,44
1008,2330,27,0.736784,0.999320127545766,192.9284756253099,0.0807286610900334,0.3571428571428571,1.0,27
1008,1010,25,0.311215,0.9980737382852928,154.69542470601007,0.451961058959397,0.4302012423577659,0.0,25
1008,1013,28,0.329217,0.9976209015842672,166.92626264974805,0.0761908953828872,0.4153995558184443,0.0,28
1008,1033,115,0.297116,,298.5566779164697,0.68071912292709,0.7116680020599963,0.0,115
1008,1035,48,0.540229,,151.17269622126022,0.034949921320224,0.784672813163026,0.0,48
1008,1542,362,0.0368838,0.9382551255481304,709.782712893384,0.698253144544653,0.4312336237435897,0.0552304316020482,362
1008,1706,507,0.0116224,,709.782712893384,0.026986868042407,0.3432673036640929,0.9469641550841258,507
1008,1733,163,0.183965,0.9217698504649624,373.81187445968254,0.33282554329836,0.6589369380384045,0.0,163
1008,1264,37,0.616912,0.4809358160414847,19.379974689275883,0.291309682638461,0.9187691970918056,0.0,37
1008,1901,3,0.862775,0.9946520262009204,17.49698472095925,0.757466727454387,0.7825443786982249,0.0,3
1008,1187,18,0.778523,0.3573047566466872,7.272152509620759,0.92117887854728,0.974913195595356,0.0,18
1008,1032,3,0.97164,0.9601855677195448,11.586845020788246,0.939491483676861,0.8792472792662424,0.0,3
1008,2733,3,0.0960485,0.999159946767628,22.439730224288983,0.989799296625884,0.4,1.0,3
1659,199,2796,0.243285,0.5881593584849741,709.782712893384,0.612082388996358,0.0024204584502165,0.5760790051207023,2796
1659,204,1914,0.214211,0.5889132976013066,709.782712893384,0.966614021257381,0.0095876667936163,0.1397220190197513,1914
1659,225,587,0.301398,0.5316562055744146,300.621996414711,0.715032687735168,0.2020118404763643,0.0,587
1659,259,278,1.0,-0.5635413222038552,-0.0,0.750545598383316,0.7166105676821941,0.0,278
1659,280,1672,0.182087,0.4753194061384611,673.4375049354462,0.687740915406344,0.0116874167326614,0.0570592538405267,1672
1659,292,1009,0.217289,0.5673284039592426,583.8921653602121,0.246306530910639,0.0601079035121324,0.0534016093635698,1009
1659,758,710,0.266574,0.318717016688579,138.76327068989426,0.955100462724797,0.1372843829422697,0.0,710
1659,806,2074,0.295201,0.478397386891418,709.782712893384,0.595128800730207,0.0138212644280963,0.2040965618141916,2074
1659,847,931,0.189319,0.587024122275463,579.5719054282113,0.359933625338044,0.058819437775031,0.0318215069495245,931
1659,858,859,0.318536,0.323441740495528,171.5558730774947,0.444598776679752,0.1311131906336933,0.014996342355523,859
1659,893,1795,0.304148,0.6239541101847442,709.782712893384,0.631927023606819,0.0242271661469668,0.1254572055596196,1795
1659,904,1484,0.0571686,0.6057828964876245,709.782712893384,0.024444778055419,0.0028396966192792,0.1474030724213606,1484
1659,1033,1748,0.0981825,0.8869450272055251,709.782712893384,0.488815041218151,0.0042966624367699,0.8105340160936357,1748
1659,1035,587,0.0990468,0.91606316422283,709.782712893384,0.020249305317071,0.0412237507170856,0.940014630577908,587
1659,1064,527,0.160261,0.601574947528742,349.37258127813226,0.108356710697334,0.0961175794557535,0.0,527
1659,1068,457,0.237667,0.5678333032360456,269.4169925495096,0.297341840589289,0.1856488409784721,0.0,457
1659,1095,631,0.234597,0.5809557614039879,387.01229747795367,0.870354930051074,0.1396102509994377,0.0,631
1659,1096,228,0.429505,-0.2320896538062279,1.1907197450964942e-10,0.310111818840978,0.4867072561442105,0.0,228
1659,1121,95,0.518461,-0.1640214330954889,0.0131165422341171,0.290491540051596,0.587422173084859,0.0,95
1659,1196,384,0.100348,0.8462680591141669,611.2781853558839,0.751231974727781,0.0584259938818322,0.0296269202633504,384
1659,1201,404,0.370543,0.239119896070481,50.13966356703979,0.124855723354933,0.3333553437441007,0.0,404
1659,1202,245,0.621817,-0.2338119612035851,1.244926384210676e-11,0.0994972420928063,0.6441808442363502,0.0,245
1659,1205,96,0.663126,-0.2193839501153333,0.000332614490756,0.0296546976024914,0.7715067605878859,0.0,96
1659,1219,1404,0.115905,0.8940057971177398,709.782712893384,0.100185558930212,0.0123453895963925,0.6528895391367958,1404
1659,1227,1160,0.086352,0.8823197609679632,709.782712893384,0.566660483481041,0.011580811786774,0.0830285296269202,1160
1659,1254,243,0.478654,0.1416258633799278,14.923865913605445,0.852428753757008,0.5319736093179579,0.0,243
1659,1264,303,0.491739,-0.1301087694371916,0.0001816474973886,0.11423459231963,0.4988764731607209,0.0,303
1659,1270,86,0.339233,0.9270941470949944,205.8945561632229,0.441454153333755,0.3100180230612404,0.0,86
1659,1272,560,0.162519,0.6687208783661317,468.3125227583416,0.367732712176664,0.0937062293958622,0.0581565471836137,560
1659,1274,309,0.238251,0.9471939028797604,709.782712893384,0.141837247829399,0.1948241899322891,0.0822970007315289,309
1659,1287,180,0.323359,0.9287133464048912,424.8824968265325,0.440762169886127,0.3170240850967858,0.0,180
1659,1288,114,0.405818,0.6471540228214779,92.92637472905172,0.1611189025875,0.4391365451953506,0.0,114
1659,1504,15,0.689317,-0.1485898458817678,0.5276096167199064,0.921742935698694,0.7475885514265573,0.0,15
1659,1507,432,0.0722705,0.5256112316078907,218.22328153235307,0.767317911176941,0.035085873422908,0.0,432
1659,1516,342,0.233441,0.8727244814453852,608.5196639005175,0.538499796506359,0.2013433535498785,0.0,342
1659,1518,204,0.490967,0.0542339664841619,4.707023110774437,0.102820763582177,0.5686398429725414,0.0,204
1659,1530,231,0.377042,0.5658534145048731,138.10160273060802,0.0105777085260731,0.4196529835537322,0.0,231
1659,1531,132,0.53429,0.6570126892656718,110.6265469212343,0.194857935824733,0.6325263390214003,0.0,132
1659,1532,668,0.143817,0.9101771017239916,709.782712893384,0.361945139054022,0.060319253871101,0.7362838332114119,668
1659,1536,445,0.193678,0.8036019344505957,600.354180986515,0.006375968483693,0.1394869217175742,0.0,445
1659,1542,860,0.32389,0.4045450998766116,257.7264048750159,0.722955611260162,0.1343588087521612,0.0,860
1659,1548,217,0.542259,-0.1024384007883885,0.0212232203007516,0.51699011010132,0.6033016101084643,0.0,217
1659,1557,176,0.129024,0.9208765285952112,398.1700970097337,0.249618755827534,0.1081087586726872,0.0961960497439649,176
1659,1558,199,0.228895,0.7276192012162302,207.74037730125116,0.302085009491531,0.2256095264668555,0.0,199
1659,1559,277,0.145522,0.8860552403374157,524.5645082665023,0.707010527399064,0.1153560581739174,0.0753474762253109,277
1659,1560,212,0.505378,0.3635603585875629,56.65351527879124,0.0146714142546748,0.5860976174490198,0.0,212
1659,1562,154,0.616175,0.8210261388500816,224.01539078965823,0.939428453637642,0.6631015730953097,0.0,154
1659,1563,427,0.255757,0.8393547592516304,660.6556543390165,0.759439529931634,0.2135053210995716,0.464155084125823,427
1659,1565,785,0.204577,0.8476434988298512,709.782712893384,0.111271210818795,0.0937731743940739,0.472201901975128,785
1659,1567,230,0.426541,0.5158696367524044,114.91843438909387,0.488256765244265,0.4899118332645781,0.0,230
1659,1568,81,0.503062,,206.05758034563124,0.755372383821825,0.4993705953461143,0.0,81
1659,1569,189,0.348251,0.7970051001448952,251.9832467158929,0.92235019289817,0.3842390920420223,0.0,189
1659,1570,224,0.187652,0.8465495238768032,359.26431646172483,0.285026656283814,0.165700638187095,0.1521580102414045,224
1659,1571,241,0.245794,0.6363917914957913,184.1182353503333,0.426226684977824,0.2427515941102094,0.0,241
1659,1573,788,0.391505,0.3583998329627913,189.42690043030024,0.194900014509716,0.1919494867547384,0.0,788
1659,1575,1017,0.190694,0.8974881532379658,709.782712893384,0.753412796039061,0.0611090378840459,0.89575713240673,1017
1659,1577,193,0.484508,0.8890406260319469,373.3556320894578,0.0396734166040359,0.5533260440011287,0.0,193
1659,1578,116,0.62741,0.7712305132878647,141.41619888626295,0.435843350559781,0.6959905631078943,0.0,116
1659,1579,337,0.35844,0.6574505428519328,273.95931527107507,0.860347969949661,0.3683226995591292,0.0,337
1659,1580,39,0.830235,0.5322970639346188,24.02963501154581,0.363350916990266,0.911596092569245,0.0,39
1659,1590,524,0.13634,0.9137920338891378,709.782712893384,0.85754846903813,0.0720321980652776,0.4392831016825165,524
1659,1591,178,0.468276,0.3256802325444471,40.27699285264684,0.469532262948822,0.556441998604615,0.0,178
1659,1598,432,0.364585,0.5382757191532069,228.8112107008901,0.458634883523629,0.3239283154826827,0.0,432
1659,1609,258,0.204018,0.806766885276378,353.86920390120434,0.668296476705704,0.1835171040934786,0.0,258
1659,1610,723,0.129163,0.9399735466215764,709.782712893384,0.891555089214457,0.0487186816812061,0.9041697147037308,723
1659,1614,649,0.225392,0.7865969556418749,709.782712893384,0.3996020116227,0.1343733852460248,0.0237746891002194,649
1659,1615,418,0.146147,0.9518998517009783,709.782712893384,0.094453022680768,0.0874581462933188,0.8763716166788588,418
1659,1618,406,0.2876,,709.782712893384,0.44589143111839,0.2378912589831419,0.7816386247256766,406
1659,1620,238,0.183091,,665.2656806722048,0.207611872589462,0.1465741879454973,0.4257498171177761,238
1659,1625,212,0.387014,0.7294869269800263,222.1168676737063,0.579548911753185,0.4435804098183415,0.0,212
1659,1630,130,0.565167,0.7178582141982208,133.1868849910644,0.651419941389048,0.662429236076558,0.0,130
1659,1631,544,0.129864,0.9566546554399992,709.782712893384,0.527248103377899,0.0641413128763588,0.9981711777615216,544
1659,1633,1071,0.0649904,0.9358976146753736,709.782712893384,0.667004783310928,0.0088090708869003,0.8994147768836869,1071
1659,1637,59,0.452295,0.8122964024256764,86.78038990641802,0.939579980720471,0.4751507377452434,0.0,59
1659,1638,20,0.832418,0.6087770604308653,17.072255645919757,0.31253945569479,0.8872838183829993,0.0,20
1659,1639,71,0.43658,0.882925658889964,134.39427895664213,0.614128887747849,0.4632312494618595,0.0,71
1659,1642,1276,0.337368,0.7887720611088692,709.782712893384,0.522558852438006,0.0712066916845962,0.3489392831016825,1276
1659,1644,29,0.832922,0.5415362922202115,19.278687008471174,0.382516289014588,0.9078177174866444,0.0,29
1659,1647,575,0.287213,0.9480405780110558,709.782712893384,0.566831919275771,0.1896721901599082,0.99743964886613,575
1659,1648,32,0.551044,0.9327613303461192,81.03249866429077,0.565048539130996,0.6478286734086853,0.0,32
1659,1650,97,1.0,,396.83332145532256,0.592079164141741,0.8234882724176804,1.0,97
1659,1653,1570,0.155434,0.7326161498569741,709.782712893384,0.0288780162880132,0.0117385265371579,0.0610826627651792,1570
1659,1654,82,0.683601,0.8177341892643077,120.88986566894278,0.0075425875608995,0.7593622233826751,0.0,82
1659,1655,342,0.252236,,709.782712893384,0.435966941200184,0.1447031250000001,0.9992684711046086,342
1659,1656,446,0.296358,0.836365719633562,680.9598080648781,0.566257677825541,0.2570895820124426,0.0,446
1659,1657,190,0.319337,,399.98053554713545,0.593241661953625,0.3174599119620915,0.0,190
1659,1667,524,0.314474,0.8954978893069787,709.782712893384,0.685332238346891,0.254625661268925,0.0,524
1659,1706,629,0.406069,0.5893525992421913,397.7160564246004,0.0262975767616651,0.2645155685604397,0.0,629
1659,1716,1302,0.149795,0.9136809405976878,709.782712893384,0.851811523996008,0.0249287568589159,0.916605705925384,1302
1659,1727,407,0.210128,0.7705305890460169,487.1786925369887,0.0319554654031802,0.1647673151770795,0.0,407
1659,1733,660,0.309116,0.5264861819005431,330.54220105955966,0.674003347454635,0.1822135169325175,0.0,660
1659,1734,143,0.618833,-0.621144119033799,-0.0,0.651892922544863,0.7117403564941882,0.0,143
1659,1745,615,0.0974415,0.8268266730828749,709.782712893384,0.849827924861182,0.0386477639843411,0.9714703730797368,615
1659,1752,234,0.406177,-0.0825170000820013,0.0644224814051304,0.898023676877387,0.4583249402749254,0.0,234
1659,1753,424,0.178373,0.6744774680532145,363.5855646388519,0.738103372720049,0.1287144161227901,0.021945866861741,424
1659,1756,150,0.312029,0.6140473028642606,108.11256928455042,0.893984961708999,0.3327654206791246,0.0,150
1659,1757,115,0.491011,0.5951810578718136,78.63862844207735,0.332728033116881,0.5560073931629115,0.0,115
1659,1759,137,0.491996,0.0020057025566435,1.7691035830043949,0.546947491056181,0.583748443482583,0.0,137
1659,1764,780,0.144641,0.7729427030606002,709.782712893384,0.524709345491574,0.0547433282618258,0.1499634235552304,780
1659,1769,389,0.273803,0.7167835097111991,386.3446546715611,0.937885231397279,0.2434356580417535,0.0343818580833942,389
1659,1786,41,0.751102,-0.0696177782169214,0.7270400642150798,0.0853761959053109,0.8441866103198041,0.0,41
1659,1788,622,0.165224,0.6148102257037289,430.4678848393604,0.372342797831538,0.0873483841533837,0.0285296269202633,622
1659,1790,958,0.0605487,0.8238992422655188,709.782712893384,0.3274181638833,0.0096845586634342,0.0888807607900512,958
