source,target,score
Chenildieu,Champmathieu,0.000926864058703222
Chenildieu,Brevet,0.00148688549865196
Cochepaille,Valjean,0.00100526706029605
Cochepaille,Bamatabois,0.00100526706029605
Cochepaille,Judge,0.00100526706029605
Cochepaille,Champmathieu,0.00100526706029605
Cochepaille,Brevet,0.000926864058703222
Cochepaille,Chenildieu,0.00148688549865196
Pontmercy,Thenardier,0.0017107610502076
Boulatruelle,Thenardier,0.0017107610502076
Eponine,MmeThenardier,0.00152864831920484
Eponine,Thenardier,0.000984189669637573
Anzelma,MmeThenardier,0.00099622003434791
Anzelma,Thenardier,0.00099622003434791
Anzelma,Eponine,0.0015615013731037
Woman2,Valjean,0.00050159886293659
Woman2,Cosette,0.0015615013731037
Woman2,Javert,0.0015615013731037
MotherInnocent,Valjean,0.000715120570866143
MotherInnocent,Fauchelevent,0.00171475147637795
Gribier,Fauchelevent,0.00142543675825857
MmeBurgon,Jondrette,0.00139435695538058
Gavroche,Valjean,0.00148957159974076
Gavroche,Thenardier,0.0017107610502076
Gavroche,Javert,0.00170260014910244
Gavroche,MmeBurgon,0.00139435695538058
Gillenormand,Valjean,0.000517283734473939
Gillenormand,Cosette,0.000941091404240487
Magnon,MmeThenardier,0.00139435695538058
Magnon,Gillenormand,0.00139435695538058
MlleGillenormand,Valjean,4.87265484412773e-05
MlleGillenormand,Cosette,0.00137782477123318
MlleGillenormand,Gillenormand,0.000941091404240487
MmePontmercy,Pontmercy,0.00139435695538058
MmePontmercy,MlleGillenormand,0.00139435695538058
MlleVaubois,MlleGillenormand,0.001732232270698
LtGillenormand,Cosette,0.00111346751292315
LtGillenormand,Gillenormand,0.00149149097536587
LtGillenormand,MlleGillenormand,0.00160914080224763
Marius,Valjean,0.000472798069259488
Marius,Tholomyes,0.000229910583873151
Marius,Thenardier,0.0017107610502076
Marius,Cosette,0.00182188724986035
Marius,Pontmercy,3.34790364089199e-06
Marius,Eponine,1.00764345927574e-06
Marius,Gavroche,0.00178396701375693
Marius,Gillenormand,0.000941091404240487
Marius,MlleGillenormand,0.00045421611451355
Marius,LtGillenormand,0.000339850016177464
BaronessT,Gillenormand,0.00139435695538058
BaronessT,Marius,0.00139435695538058
Mabeuf,Eponine,0.0017645279748361
Mabeuf,Gavroche,0.0017645279748361
Mabeuf,Marius,0.0017645279748361
Enjolras,Valjean,0.000331931343858264
Enjolras,Javert,0.000171907790604337
Enjolras,Gavroche,0.000476178445785828
Enjolras,Marius,0.00180088639091775
Enjolras,Mabeuf,0.000821644775028426
Combeferre,Gavroche,1.07514192050899e-05
Combeferre,Marius,0.000805566402168722
Combeferre,Mabeuf,0.000392498856450718
Combeferre,Enjolras,0.00153341158332713
Prouvaire,Gavroche,0.00171040620100077
Prouvaire,Enjolras,0.000656563952010863
Prouvaire,Combeferre,0.00133759836010161
Feuilly,Gavroche,0.00139714991904858
Feuilly,Marius,0.000329162290055275
Feuilly,Mabeuf,0.00139714991904858
Feuilly,Enjolras,0.000504188075683957
Feuilly,Combeferre,0.00173840231885362
Feuilly,Prouvaire,0.00171040620100077
Courfeyrac,Eponine,0.000168279560983916
Courfeyrac,Gavroche,4.03690814717614e-06
Courfeyrac,Marius,9.30211021044966e-05
Courfeyrac,Mabeuf,0.000258183565475541
Courfeyrac,Enjolras,0.00153341158332713
Courfeyrac,Combeferre,0.001826807272919
Courfeyrac,Prouvaire,0.000259874100033125
Courfeyrac,Feuilly,0.00104707202614513
Bahorel,Gavroche,0.000362114586108449
Bahorel,Marius,0.000362114586108449
Bahorel,Mabeuf,0.000216065047219366
Bahorel,Enjolras,0.00126728858058694
Bahorel,Combeferre,0.000580787659445126
Bahorel,Prouvaire,0.000885147673744444
Bahorel,Feuilly,0.00126728858058694
Bahorel,Courfeyrac,0.0016723227214799
Bossuet,Valjean,0.000659339763199881
Bossuet,Gavroche,4.30316519685988e-05
Bossuet,Marius,0.000841447361505967
Bossuet,Mabeuf,0.000821644775028426
Bossuet,Enjolras,0.00011549529474426
Bossuet,Combeferre,0.000602148008046782
Bossuet,Prouvaire,0.00133759836010161
Bossuet,Feuilly,7.52209904890723e-05
Bossuet,Courfeyrac,0.00183331499329766
Bossuet,Bahorel,0.0016723227214799
Joly,Gavroche,0.000589354589273085
Joly,Marius,0.00026792376460239
Joly,Mabeuf,0.00112022658982963
Joly,Enjolras,0.000589354589273085
Joly,Combeferre,0.000589354589273085
Joly,Prouvaire,0.000422881711621679
Joly,Feuilly,0.00139714991904858
Joly,Courfeyrac,0.000589354589273085
Joly,Bahorel,0.0016723227214799
Joly,Bossuet,0.00145749802835554
Grantaire,Gavroche,0.000463017745281396
Grantaire,Enjolras,0.000463017745281396
Grantaire,Combeferre,0.00143724148778438
Grantaire,Prouvaire,0.000870561541945991
Grantaire,Feuilly,0.000870561541945991
Grantaire,Courfeyrac,0.00143724148778438
Grantaire,Bahorel,0.00143724148778438
Grantaire,Bossuet,0.00143724148778438
Grantaire,Joly,0.00143724148778438
MotherPlutarch,Mabeuf,0.00112022658982963
Gueulemer,Valjean,6.24440534592181e-05
Gueulemer,MmeThenardier,0.00136301029624905
Gueulemer,Thenardier,0.00136301029624905
Gueulemer,Javert,0.00136301029624905
Gueulemer,Eponine,0.00136301029624905
Gueulemer,Gavroche,0.00136301029624905
Babet,Valjean,0.000105321753476967
Babet,MmeThenardier,0.000105321753476967
Babet,Thenardier,0.0015748703005894
Babet,Javert,0.0015748703005894
Babet,Eponine,0.00108861698501363
Babet,Gavroche,0.0015748703005894
Babet,Gueulemer,0.00136301029624905
Claquesous,Valjean,0.000321278959731263
Claquesous,MmeThenardier,0.000321278959731263
Claquesous,Thenardier,0.000321278959731263
Claquesous,Javert,0.0015266076364502
Claquesous,Eponine,0.0015266076364502
Claquesous,Enjolras,0.0015266076364502
Claquesous,Gueulemer,0.00136301029624905
Claquesous,Babet,0.0015266076364502
Montparnasse,Valjean,0.00133997860637682
Montparnasse,Thenardier,0.000731728286411292
Montparnasse,Javert,0.000731728286411292
Montparnasse,Eponine,0.000731728286411292
Montparnasse,Gavroche,0.00133997860637682
Montparnasse,Gueulemer,0.00133997860637682
Montparnasse,Babet,0.00133997860637682
Montparnasse,Claquesous,0.00133997860637682
Toussaint,Valjean,0.000798371565783375
Toussaint,Cosette,0.00144844510535254
Toussaint,Javert,0.00144844510535254
Child1,Gavroche,0.00143280429790026
Child2,Gavroche,0.00143280429790026
Child2,Child1,0.000984251968503937
Brujon,Thenardier,0.000581932362065446
Brujon,Eponine,0.000581932362065446
Brujon,Gavroche,0.000581932362065446
Brujon,Gueulemer,0.00136301029624905
Brujon,Babet,0.00153191580262367
Brujon,Claquesous,0.0015266076364502
Brujon,Montparnasse,0.00133997860637682
MmeHucheloup,Gavroche,0.00118437991756719
MmeHucheloup,Enjolras,0.00118437991756719
MmeHucheloup,Courfeyrac,0.00118437991756719
MmeHucheloup,Bahorel,0.00118437991756719
MmeHucheloup,Bossuet,0.00118437991756719
MmeHucheloup,Joly,0.00118437991756719
MmeHucheloup,Grantaire,0.00118437991756719
