source,target,weight,df_alpha,df_backbone,ds_score,ds_backbone,hss_score,hss_backbone,h_backbone,h_bridge
Perpetue,Fantine,1,0.5,False,0.047669772757326145,False,0.987012987012987,True,False,0.97
Simplice,Valjean,2,0.421875,False,0.0035390713177737955,False,0.7142857142857143,True,False,0.43
Simplice,Fantine,3,0.244140625,True,0.052788021343244396,False,0.24675324675324675,False,False,0.0
Simplice,Javert,2,0.421875,False,0.030014224071834232,False,0.1038961038961039,False,False,0.549
Simplice,Perpetue,1,0.669921875,False,0.8911215312835149,True,0.025974025974025976,False,False,0.318
Scaufflaire,Valjean,1,0.7738235497953665,False,0.0725281368486763,False,1.0,True,False,0.987
Woman1,Valjean,2,0.33333333333333337,False,0.08595205220286908,False,1.0,True,False,0.359
Woman1,Javert,1,0.6666666666666667,False,0.3644901310750311,True,0.0,False,False,0.766
Judge,Valjean,3,0.26932907434290443,True,0.0026842896437016786,False,0.935064935064935,True,False,0.25
Judge,Bamatabois,2,0.43375716751999094,False,0.1488486645786774,True,0.025974025974025976,False,False,0.685
Champmathieu,Valjean,3,0.26932907434290443,True,0.0028228088567480245,False,0.948051948051948,True,False,0.34
Champmathieu,Bamatabois,3,0.26932907434290443,True,0.23479079120714103,True,0.03896103896103896,False,False,0.128
Champmathieu,Judge,2,0.43375716751999094,False,0.17689248954008613,True,0.025974025974025976,False,False,0.013
Brevet,Valjean,2,0.32767999999999997,True,0.0024430221044251547,False,0.961038961038961,True,False,1.02
Brevet,Bamatabois,2,0.32767999999999997,True,0.2032015350467444,True,0.05194805194805195,False,False,0.383
Brevet,Judge,2,0.32767999999999997,True,0.2296356652926972,True,0.03896103896103896,False,False,0.013
Brevet,Champmathieu,1,0.59049,False,0.12074889172144374,False,0.0,False,False,0.487
Chenildieu,Valjean,2,0.32767999999999997,True,0.002483737572744884,False,0.961038961038961,True,False,0.68
Chenildieu,Bamatabois,2,0.32767999999999997,True,0.2065880969807359,True,0.05194805194805195,False,False,0.255
Chenildieu,Judge,2,0.32767999999999997,True,0.23346277911142596,True,0.05194805194805195,False,False,0.013
Chenildieu,Champmathieu,2,0.32767999999999997,True,0.24551031672141763,True,0.03896103896103896,False,False,0.006
Chenildieu,Brevet,1,0.59049,False,0.15936443604372175,True,0.025974025974025976,False,False,0.026
Cochepaille,Valjean,2,0.3666478320532004,False,0.002096700554720974,False,0.948051948051948,True,False,0.68
Cochepaille,Bamatabois,2,0.3666478320532004,False,0.17439579055824006,True,0.03896103896103896,False,False,0.255
Cochepaille,Judge,2,0.3666478320532004,False,0.19708263217545033,True,0.03896103896103896,False,False,0.013
Cochepaille,Champmathieu,2,0.3666478320532004,False,0.20725282047023233,True,0.03896103896103896,False,False,0.013
Cochepaille,Brevet,2,0.3666478320532004,False,0.2690483888615561,True,0.025974025974025976,False,False,0.006
Cochepaille,Chenildieu,1,0.6209213230591552,False,0.13677301603217676,False,0.025974025974025976,False,False,0.019
Pontmercy,Thenardier,1,0.9149338374291115,False,0.015157902672658374,False,0.0,False,False,2.101
Boulatruelle,Thenardier,1,0.7292044468283958,False,0.5078941364857887,True,1.0,True,False,0.987
Eponine,MmeThenardier,2,0.6280093925418642,False,0.012595430906220065,False,0.0,False,False,0.036
Eponine,Thenardier,3,0.49352800591736645,False,0.013994228932651868,False,0.0,False,False,0.0
Anzelma,MmeThenardier,2,0.3599999999999999,False,0.31830919835139004,True,0.19480519480519481,False,False,0.134
Anzelma,Thenardier,2,0.3599999999999999,False,0.23577682337456013,True,0.8311688311688312,True,False,0.332
Anzelma,Eponine,1,0.64,False,0.3317335907380345,True,0.0,False,False,0.522
Woman2,Valjean,3,0.16000000000000003,True,0.08609991046359798,False,1.0,True,False,0.247
Woman2,Cosette,1,0.64,False,0.3035067101336518,True,0.0,False,False,0.234
Woman2,Javert,1,0.64,False,0.24341548473027766,True,0.0,False,False,0.506
MotherInnocent,Valjean,3,0.25,True,0.11637955772732683,False,1.0,True,False,0.334
MotherInnocent,Fauchelevent,1,0.75,False,0.3875484624930301,True,0.0,False,False,0.741
Gribier,Fauchelevent,2,0.5787037037037037,False,0.6097375681112894,True,1.0,True,False,0.987
MmeBurgon,Jondrette,1,0.5,False,0.9402027601553025,True,1.0,True,False,0.987
Gavroche,Valjean,2,0.6028730813128106,False,0.0003532182723226323,False,0.0,False,False,2.716
Gavroche,Thenardier,1,0.7776334482929183,False,0.0023307856766928733,False,0.0,False,False,3.188
Gavroche,Javert,1,0.7776334482929183,False,0.0014978650430961496,False,0.0,False,False,2.078
Gavroche,MmeBurgon,1,0.7776334482929183,False,0.035456073293966425,False,1.0,True,False,1.948
Gillenormand,Valjean,3,0.177978515625,True,0.0004968328371737732,False,0.8961038961038961,True,False,0.93
Gillenormand,Cosette,2,0.3348979766803839,False,0.0035025486143908883,False,0.09090909090909091,False,False,0.168
Magnon,MmeThenardier,1,0.5,False,0.3711844393350952,True,0.974025974025974,True,False,0.975
Magnon,Gillenormand,1,0.5,False,0.3624658402428135,True,0.03896103896103896,False,False,0.197
MlleGillenormand,Valjean,9,0.03481542554547867,True,0.0018586515715624569,False,0.6753246753246753,True,False,0.0
MlleGillenormand,Cosette,2,0.5485368867271029,False,0.004367775010664825,False,0.0,False,False,1.271
MlleGillenormand,Gillenormand,2,0.5485368867271029,False,0.007186132460909709,False,0.0,False,False,0.184
MmePontmercy,Pontmercy,1,0.5,False,0.7777971785357017,True,0.4155844155844156,False,False,1.228
MmePontmercy,MlleGillenormand,1,0.5,False,0.13985847422361866,False,0.5974025974025974,True,False,0.427
MlleVaubois,MlleGillenormand,1,0.7462153966366277,False,0.6291978623999921,True,1.0,True,False,0.987
LtGillenormand,Cosette,2,0.421875,False,0.20153084786521275,True,0.0,False,False,0.467
LtGillenormand,Gillenormand,1,0.669921875,False,0.16579377050449443,True,0.0,False,False,0.652
LtGillenormand,MlleGillenormand,1,0.669921875,False,0.20674941805462463,True,0.0,False,False,0.236
Marius,Valjean,6,0.38443642217811125,False,0.00045569991913266224,False,0.7012987012987013,True,False,0.0
Marius,Tholomyes,12,0.14007360348175424,True,0.049134366130156024,False,0.974025974025974,True,True,0.0
Marius,Thenardier,1,0.8556917016174316,False,0.0010023775963779367,False,0.0,False,False,1.003
Marius,Cosette,1,0.8556917016174316,False,0.0008031964703281345,False,0.0,False,False,0.659
Marius,Pontmercy,21,0.027465093960197695,True,0.19243689927850655,True,1.0,True,True,0.0
Marius,Eponine,19,0.03996201796494181,True,0.05358465401025056,False,0.8311688311688312,True,True,0.0
Marius,Gavroche,1,0.8556917016174316,False,0.0014092032671739786,False,0.0,False,False,1.163
Marius,Gillenormand,2,0.7312123500931731,False,0.0026428044708647668,False,0.1038961038961039,False,False,0.256
Marius,MlleGillenormand,5,0.4524491868994178,False,0.008238878541555751,False,0.35064935064935066,False,False,0.0
Marius,LtGillenormand,4,0.5317170688377074,False,0.3041175840170277,True,1.0,True,False,0.0
BaronessT,Gillenormand,1,0.5,False,0.4558932098855433,True,0.03896103896103896,False,False,0.423
BaronessT,Marius,1,0.5,False,0.2090783315680733,True,0.974025974025974,True,False,1.077
Mabeuf,Eponine,1,0.7659162336101641,False,0.004833166084477471,False,0.0,False,False,0.329
Mabeuf,Gavroche,1,0.7659162336101641,False,0.0024147789936399405,False,0.0,False,False,1.434
Mabeuf,Marius,1,0.7659162336101641,False,0.0010384997589561865,False,0.0,False,False,0.507
Enjolras,Valjean,7,0.17609404476855528,True,0.002620402676647992,False,0.5844155844155844,True,False,0.0
Enjolras,Javert,7,0.17609404476855528,True,0.02222316139832266,False,0.35064935064935066,False,False,0.0
Enjolras,Gavroche,6,0.22876792454960992,True,0.04167081840132516,False,0.20779220779220778,False,False,0.0
Enjolras,Marius,1,0.7903339854815024,False,0.002987073984840895,False,0.0,False,False,0.753
Enjolras,Mabeuf,4,0.38064039267229743,False,0.02047279551185249,False,0.1038961038961039,False,False,0.0
Combeferre,Gavroche,15,0.023589950252244307,True,0.16707467600563705,True,0.7532467532467533,True,True,0.0
Combeferre,Marius,5,0.3328681038017811,True,0.023951028869480962,False,0.2077922077922078,False,False,0.0
Combeferre,Mabeuf,6,0.2630755761638284,True,0.04925016847721826,False,0.03896103896103896,False,False,0.0
Combeferre,Enjolras,2,0.6533801602200306,False,0.047221580763962386,False,0.0,False,False,0.25
Prouvaire,Gavroche,1,0.7306902050019841,False,0.013069348394713375,False,0.0,False,False,1.548
Prouvaire,Enjolras,4,0.2627814246559437,True,0.11080355505114153,False,0.5714285714285714,True,False,0.0
Prouvaire,Combeferre,2,0.5271122993539923,False,0.08885410317767825,False,0.0,False,False,0.131
Feuilly,Gavroche,2,0.5552121421125983,False,0.026135192762574363,False,0.0,False,False,0.521
Feuilly,Marius,6,0.15251042646196789,True,0.033717975998349706,False,0.2857142857142857,False,False,0.0
Feuilly,Mabeuf,2,0.5552121421125983,False,0.019260096833675616,False,0.0,False,False,0.113
Feuilly,Enjolras,5,0.21405831560130784,True,0.13849210808124843,False,0.09090909090909091,False,False,0.0
Feuilly,Combeferre,1,0.7483568304270123,False,0.04442553791243241,False,0.0,False,False,0.347
Feuilly,Prouvaire,1,0.7483568304270123,False,0.05212267903496548,False,0.0,False,False,0.553
Courfeyrac,Eponine,9,0.17710804549195558,True,0.13781177746706474,False,0.19480519480519481,False,False,0.0
Courfeyrac,Gavroche,17,0.029836125112616574,True,0.13005772270514407,False,0.41558441558441556,False,True,0.0
Courfeyrac,Marius,13,0.07513243866026365,True,0.04277208026156428,False,0.8961038961038961,True,True,0.0
Courfeyrac,Mabeuf,7,0.2660218884908241,True,0.03946586919114333,False,0.8571428571428572,True,False,0.0
Courfeyrac,Enjolras,2,0.6951245825987374,False,0.03243461275760029,False,0.0,False,False,0.045
Courfeyrac,Combeferre,1,0.8348906436685118,False,0.026010180527754244,False,0.0,False,False,0.177
Courfeyrac,Prouvaire,6,0.3243847192153648,True,0.18308487274614083,True,0.4025974025974026,False,False,0.0
Courfeyrac,Feuilly,3,0.5771145920943167,False,0.09153626647128439,False,0.0,False,False,0.0
Bahorel,Gavroche,5,0.15429492590689253,True,0.06431653838943441,False,0.14285714285714285,False,False,0.0
Bahorel,Marius,5,0.15429492590689253,True,0.027659967968077712,False,0.8051948051948052,True,False,0.0
Bahorel,Mabeuf,6,0.10187252394399593,True,0.05687680850479533,False,0.03896103896103896,False,False,0.0
Bahorel,Enjolras,2,0.4916816953581815,False,0.054534083627510825,False,0.0,False,False,0.045
Bahorel,Combeferre,4,0.23019112914334983,True,0.174916222765255,True,0.025974025974025976,False,False,0.0
Bahorel,Prouvaire,3,0.3386321713512671,False,0.15391785681568285,True,0.025974025974025976,False,False,0.003
Bahorel,Feuilly,2,0.4916816953581815,False,0.10260498853841339,False,0.0,False,False,0.02
Bahorel,Courfeyrac,1,0.7052269017761246,False,0.030037989773305043,False,0.0,False,False,0.024
Bossuet,Valjean,5,0.34554210784816897,False,0.001985184485726049,False,0.6103896103896104,True,False,0.0
Bossuet,Gavroche,12,0.06530555964043416,True,0.08839278118082029,False,0.6623376623376622,True,True,0.0
Bossuet,Marius,5,0.34554210784816897,False,0.015839433121037163,False,0.19480519480519481,False,False,0.0
Bossuet,Mabeuf,4,0.430653651784495,False,0.021713785372284508,False,0.05194805194805195,False,False,0.0
Bossuet,Enjolras,10,0.10767845626154893,True,0.15613800088281543,True,0.19480519480519481,False,False,0.0
Bossuet,Combeferre,6,0.27611264451069917,True,0.15024695950123246,True,0.0,False,False,0.0
Bossuet,Prouvaire,2,0.6611106119225956,False,0.05876151009971485,False,0.0,False,False,0.021
Bossuet,Feuilly,9,0.13721952521804504,True,0.26439428469642023,True,0.6363636363636364,True,False,0.0
Bossuet,Courfeyrac,1,0.8145388123615704,False,0.01720120322097855,False,0.0,False,False,0.025
Bossuet,Bahorel,1,0.8145388123615704,False,0.028921321242767885,False,0.0,False,False,0.021
Joly,Gavroche,5,0.2480143275689234,True,0.046824990821245145,False,0.1038961038961039,False,False,0.0
Joly,Marius,7,0.13458798574153796,True,0.02819241409597476,False,0.7532467532467533,True,False,0.0
Joly,Mabeuf,3,0.4425562545486085,False,0.02070463126383552,False,0.03896103896103896,False,False,0.019
Joly,Enjolras,5,0.2480143275689234,True,0.09925446185137685,False,0.1038961038961039,False,False,0.0
Joly,Combeferre,5,0.2480143275689234,True,0.1591816385671973,True,0.025974025974025976,False,False,0.0
Joly,Prouvaire,5,0.2480143275689234,True,0.18676135045684517,True,0.025974025974025976,False,False,0.0
Joly,Feuilly,2,0.5846792890864376,False,0.0747005010971448,False,0.0,False,False,0.019
Joly,Courfeyrac,5,0.2480143275689234,True,0.10933549283016561,False,0.025974025974025976,False,False,0.0
Joly,Bahorel,1,0.7671498943030445,False,0.03676928684398144,False,0.0,False,False,0.021
Joly,Bossuet,2,0.5846792890864376,False,0.04210963246409607,False,0.0,False,False,0.003
Grantaire,Gavroche,3,0.15431577591516543,True,0.05402403773646054,False,0.35064935064935066,False,False,0.0
Grantaire,Enjolras,3,0.15431577591516543,True,0.114514209154697,False,0.6363636363636364,True,False,0.0
Grantaire,Combeferre,1,0.5594245067186421,False,0.06122235148333151,False,0.0,False,False,0.178
Grantaire,Prouvaire,2,0.30065780133008957,True,0.14365221394619518,False,0.025974025974025976,False,False,0.023
Grantaire,Feuilly,2,0.30065780133008957,True,0.1436401379162926,False,0.025974025974025976,False,False,0.011
Grantaire,Courfeyrac,1,0.5594245067186421,False,0.04205118147986613,False,0.0,False,False,0.02
Grantaire,Bahorel,1,0.5594245067186421,False,0.07070294517147574,False,0.0,False,False,0.022
Grantaire,Bossuet,1,0.5594245067186421,False,0.04048792004374022,False,0.0,False,False,0.028
Grantaire,Joly,1,0.5594245067186421,False,0.05147454825137167,False,0.0,False,False,0.038
MotherPlutarch,Mabeuf,3,0.4393842419318118,False,0.7623362502690602,True,1.0,True,False,0.987
Gueulemer,Valjean,5,0.0187512517177989,True,0.007621653609233884,False,1.0,True,False,0.0
Gueulemer,MmeThenardier,1,0.5132605082338891,False,0.02715998226221133,False,0.0,False,False,0.843
Gueulemer,Thenardier,1,0.5132605082338891,False,0.020117842568986508,False,0.0,False,False,0.895
Gueulemer,Javert,1,0.5132605082338891,False,0.012928607476837193,False,0.0,False,False,0.422
Gueulemer,Eponine,1,0.5132605082338891,False,0.056608027905003716,False,0.0,False,False,0.652
Gueulemer,Gavroche,1,0.5132605082338891,False,0.02828288419373966,False,0.0,False,False,0.756
Babet,Valjean,6,0.048400258247050854,True,0.007367597512807477,False,0.8311688311688312,True,False,0.0
Babet,MmeThenardier,6,0.048400258247050854,True,0.13126272940021821,False,0.19480519480519481,False,False,0.0
Babet,Thenardier,1,0.6446089162177975,False,0.016206091719358207,False,0.0,False,False,0.57
Babet,Javert,1,0.6446089162177975,False,0.010414744913860775,False,0.0,False,False,0.265
Babet,Eponine,2,0.406264388949487,False,0.09119755500389196,False,0.0,False,False,0.008
Babet,Gavroche,1,0.6446089162177975,False,0.0227835074144669,False,0.0,False,False,0.302
Babet,Gueulemer,1,0.6446089162177975,False,0.1966525793920641,True,0.0,False,False,0.048
Claquesous,Valjean,4,0.11913487759092956,True,0.005017637387900996,False,0.7792207792207793,True,False,0.0
Claquesous,MmeThenardier,4,0.11913487759092956,True,0.08939532561754866,False,0.19480519480519481,False,False,0.0
Claquesous,Thenardier,4,0.11913487759092956,True,0.06621657811902794,False,0.07792207792207792,False,False,0.0
Claquesous,Javert,1,0.614709800631603,False,0.010639216767780757,False,0.0,False,False,0.59
Claquesous,Eponine,1,0.614709800631603,False,0.04658390942388326,False,0.0,False,False,0.433
Claquesous,Enjolras,1,0.614709800631603,False,0.04933486461237559,False,0.0,False,False,0.767
Claquesous,Gueulemer,1,0.614709800631603,False,0.2008910863780138,True,0.0,False,False,0.148
Claquesous,Babet,1,0.614709800631603,False,0.16182944867369561,True,0.0,False,False,0.113
Montparnasse,Valjean,1,0.49853024673868906,False,0.0014207425814618442,False,0.0,False,True,5.727
Montparnasse,Thenardier,2,0.23256803936137782,True,0.037496535319177404,False,0.1038961038961039,False,False,0.187
Montparnasse,Javert,2,0.23256803936137782,True,0.024096917212917648,False,0.5714285714285714,True,False,0.089
Montparnasse,Eponine,2,0.23256803936137782,True,0.10550857580330672,False,0.36363636363636365,False,False,0.17
Montparnasse,Gavroche,1,0.49853024673868906,False,0.02635877046256582,False,0.0,False,False,3.102
Montparnasse,Gueulemer,1,0.49853024673868906,False,0.22751195006070277,True,0.0,False,False,0.777
Montparnasse,Babet,1,0.49853024673868906,False,0.18327410194658575,True,0.0,False,False,0.573
Montparnasse,Claquesous,1,0.49853024673868906,False,0.1872242589384019,True,0.0,False,False,0.907
Toussaint,Valjean,2,0.25,True,0.059096920256175633,False,1.0,True,False,0.607
Toussaint,Cosette,1,0.5625,False,0.312474417671288,True,0.0,False,False,0.483
Toussaint,Javert,1,0.5625,False,0.2506076778657502,True,0.0,False,False,0.531
Child1,Gavroche,2,0.6,False,0.06322645383679118,False,0.987012987012987,True,False,0.974
Child2,Gavroche,2,0.6,False,0.06322645383679128,False,0.987012987012987,True,False,0.974
Child2,Child1,3,0.4,False,0.9150161442394298,True,0.025974025974025976,False,False,0.013
Brujon,Thenardier,3,0.20717621103300343,True,0.05014176408085271,False,0.6103896103896104,True,False,0.0
Brujon,Eponine,3,0.20717621103300343,True,0.14108999861996982,False,0.2077922077922078,False,False,0.0
Brujon,Gavroche,3,0.20717621103300343,True,0.07049233544358861,False,0.2207792207792208,False,False,0.0
Brujon,Gueulemer,1,0.6186248513251715,False,0.2028283511692669,True,0.0,False,False,0.277
Brujon,Babet,1,0.6186248513251715,False,0.16339002808400838,True,0.0,False,False,0.211
Brujon,Claquesous,1,0.6186248513251715,False,0.16691161817754244,True,0.0,False,False,0.126
Brujon,Montparnasse,1,0.6186248513251715,False,0.1890297296113381,True,0.0,False,False,0.373
MmeHucheloup,Gavroche,1,0.39656945660396614,False,0.04837852556816481,False,0.1038961038961039,False,True,5.132
MmeHucheloup,Enjolras,1,0.39656945660396614,False,0.10254747382144931,False,0.6103896103896104,True,False,0.405
MmeHucheloup,Courfeyrac,1,0.39656945660396614,False,0.11296296790713144,False,0.24675324675324675,False,False,0.988
MmeHucheloup,Bahorel,1,0.39656945660396614,False,0.18993079968916327,True,0.025974025974025976,False,False,0.856
MmeHucheloup,Bossuet,1,0.39656945660396614,False,0.10876354603062348,False,0.03896103896103896,False,False,0.899
MmeHucheloup,Joly,1,0.39656945660396614,False,0.13827715506492919,False,0.025974025974025976,False,False,0.891
MmeHucheloup,Grantaire,1,0.39656945660396614,False,0.2658904469511536,True,0.025974025974025976,False,False,1.028
