source,target,weight,p_values
Daenerys,Jorah,47,0.00174165401282556
Daenerys,Kraznys,10,0.700550346668934
Daenerys,Missandei,26,0.083905147137938
Daenerys,Rakharo,7,0.307868051131939
Daenerys,Rhaegar,12,0.577779504475323
Daenerys,Robert,5,0.845439988395704
Daenerys,Viserys,8,0.0472207420464253
Daenerys,Worm,14,0.922601914542293
Davos,Cressen,4,0.174200881498432
Davos,Salladhor,16,0.266338582703415
Eddard,Arya,18,0.176691059155709
Eddard,Beric,8,0.577779504475323
Eddard,Bran,15,0.38706948309479
Eddard,Catelyn,5,0.575927228891046
Eddard,Cersei,6,0.575927228891046
Eddard,Jaime,6,4.50774725935243e-06
Eddard,Jon,8,0.794888965647965
Eddard,Rickon,8,0.54175069816929
Eddard,Robb,13,0.556456157485081
Eddard,Robert,10,0.0572018773927196
Eddard,Sandor,5,0.851816781712415
Eddard,Sansa,6,0.754268124318247
Eddison,Grenn,8,0.0556114183379843
Edmure,Brynden,7,0.729556223755933
Edmure,Lothar,4,0.224184382068121
Edmure,Roslin,16,0.719148913092024
Edmure,Walder,9,0.800753886236661
Gendry,Thoros,7,0.626727328774125
Gilly,Craster,17,0.155693787161806
Gregor,Elia,9,0.130679347240338
Gregor,Ilyn,7,0.76474606779013
Gregor,Meryn,7,0.82857663863133
Gregor,Oberyn,24,0.379805887507796
Gregor,Sandor,12,0.82857663863133
Hodor,Jojen,35,0.54175069816929
Hodor,Meera,41,0.634103176272212
Hoster,Edmure,9,0.130679347240338
Irri,Drogo,7,0.829972777208993
Jaime,Balon,6,0.454775288884804
Jaime,Barristan,4,0.731342358239086
Jaime,Brienne,88,0.555423102239079
Jaime,Edmure,5,0.204484322444841
Jaime,Elia,4,0.424508271844202
Jaime,Gregor,6,0.424508271844202
Jaime,Joffrey,15,0.454328978610043
Jaime,Loras,16,0.790168620323553
Jaime,Meryn,11,0.800753886236661
Jaime,Qyburn,11,0.848757214068416
Jaime,Renly,7,0.570927230166545
Jaime,Robert,17,0.659627610272163
Jaime,Stannis,5,0.484495652267178
Jaime,Tommen,8,0.800753886236661
Jaime,Tyrion,31,0.736555104473243
Janos,Alliser,9,0.76474606779013
Janos,Bowen,5,0.0276139790532727
Janos,Mance,4,0.383126670696705
Joffrey,Gregor,5,0.504991192773116
Joffrey,Ilyn,4,0.303267422737054
Joffrey,Kevan,8,0.383126670696705
Joffrey,Loras,7,0.165588786608982
Joffrey,Margaery,28,0.0466801435932107
Joffrey,Meryn,5,0.597615112014668
Joffrey,Myrcella,5,0.421256009076236
Joffrey,Oberyn,4,0.383126670696705
Joffrey,Sandor,14,0.54175069816929
Joffrey,Stannis,10,0.364480694100218
Joffrey,Tommen,9,0.844306157209727
Joffrey,Tyrion,54,0.38706948309479
Jojen,Meera,33,0.796331808272188
Jojen,Samwell,11,0.251989852475423
Jon,Aemon,30,0.0459696041447442
Jon,Alliser,15,0.00167646093047846
Jon,Craster,7,0.0279687826144607
Jon,Dalla,6,0.284030795144547
Jon,Eddison,4,0.84229450957884
Jon,Gilly,9,0.731342358239086
Jon,Grenn,25,0.638289851410364
Jon,Janos,8,0.638289851410364
Jon,Mance,69,0.0884186451975306
Jon,Meera,4,0.631496235154853
Jon,Melisandre,7,0.626855767242606
Jon,Orell,6,0.00019549203611513
Jon,Qhorin,31,0.200038370433188
Jon,Rattleshirt,20,0.631496235154853
Jon,Robert,5,0.251002212709453
Jon,Samwell,52,0.0434941215000672
Jon,Stannis,9,0.901612740836855
Jon,Styr,16,0.766706763020309
Jon,Theon,8,0.715170148443968
Jon,Val,12,0.182112286060474
Jon,Ygritte,54,0.861012374864547
Jon Arryn,Lysa,5,0.703247129554945
Jon Arryn,Robert,6,0.570927230166545
Jorah,Barristan,11,0.0331803330650309
Jorah,Belwas,13,0.061652735840687
Jorah,Daario,7,0.383126670696705
Jorah,Drogo,6,0.836036022195574
Kevan,Lancel,7,0.321995103731184
Kevan,Varys,5,0.774090504225383
Loras,Margaery,9,0.626855767242606
Loras,Olenna,5,0.710089532985538
Lothar,Roslin,4,0.192114036599437
Luwin,Nan,4,0.467343030379461
Lysa,Cersei,4,0.52378781497644
Lysa,Hoster,6,0.583521251491803
Lysa,Marillion,10,0.82857663863133
Lysa,Petyr,29,0.836036022195574
Lysa,Robert Arryn,9,0.670068478934716
Lysa,Tyrion,5,0.564695259214453
Lysa,Tywin,4,0.670068478934716
Mance,Craster,11,0.229794411109874
Mance,Dalla,8,0.51652337914833
Mance,Gilly,7,0.327323695644046
Mance,Qhorin,10,0.327323695644046
Mance,Rattleshirt,9,0.627122376969082
Mance,Styr,7,0.627122376969082
Mance,Val,8,0.195550607133606
Mance,Ygritte,12,0.62014464722857
Meera,Samwell,7,0.244674835546621
Melisandre,Davos,30,0.445369632872223
Melisandre,Samwell,5,0.62014464722857
Meryn,Ilyn,5,0.714256612624242
Missandei,Irri,4,0.51652337914833
Myrcella,Tommen,5,0.138048707685427
Myrcella,Tyrion,4,0.592605946147571
Oberyn,Ellaria,6,0.695607541108237
Oberyn,Mace,6,0.04477618822978
Podrick,Margaery,4,0.819745295167429
Rattleshirt,Qhorin,6,0.536503426386719
Renly,Loras,8,0.0361488295412825
Renly,Margaery,7,0.550102750901692
Renly,Varys,4,0.729384688330888
Rhaegar,Barristan,5,0.695607541108237
Rhaegar,Elia,7,0.391639812921215
Rhaegar,Jorah,5,0.0441548792177435
Rhaegar,Robert,6,0.545697478701618
Rickard,Brynden,4,0.807004637262248
Rickon,Theon,8,0.848265071037077
Robb,Arya,15,0.775866421205039
Robb,Balon,6,0.692482738959552
Robb,Bran,23,0.574934717581034
Robb,Brienne,6,0.626855767242606
Robb,Brynden,17,0.190701948293405
Robb,Edmure,32,0.111131174965837
Robb,Hodor,5,0.120026444268216
Robb,Jaime,15,0.0751583457722744
Robb,Jeyne,18,0.0762004612175342
Robb,Joffrey,10,0.772373675271022
Robb,Jon,14,0.528134227336765
Robb,Lothar,10,0.432628687901317
Robb,Petyr,5,0.524840314519577
Robb,Ramsay,4,0.678362696797823
Robb,Rickard,7,0.00470968728683518
Robb,Rickon,15,0.689154334477654
Robb,Roose,4,0.805061224435371
Robb,Sansa,15,0.0712157960416315
Robb,Stannis,4,0.812998854153425
Robb,Theon,11,0.540457366210719
Robb,Tyrion,12,0.643780977404829
Robb,Tywin,12,0.375405266091342
Robb,Walder,26,0.17068350308944
Robert,Aemon,4,0.643780977404829
Robert,Barristan,5,0.737203687924895
Robert,Renly,4,0.358069909122597
Robert,Stannis,5,0.446197750822404
Robert,Thoros,4,0.528133636772948
Robert Arryn,Marillion,4,0.0148108012415585
Roose,Brienne,4,0.939315485872649
Samwell,Bowen,6,0.505181628564507
Samwell,Craster,34,0.653013456905501
Samwell,Eddison,12,0.269605384003383
Samwell,Gilly,36,0.105029801310036
Samwell,Grenn,43,0.513434487671023
Samwell,Janos,6,0.178536770529017
Samwell,Mance,10,0.653013456905501
Samwell,Qhorin,5,0.513434487671023
Sandor,Beric,15,0.513434487671023
Sandor,Gendry,5,0.726221380820908
Sandor,Ilyn,4,0.726221380820908
Sandor,Meryn,4,0.248364388026749
Sandor,Robert,6,0.653013456905501
Sandor,Thoros,10,0.500218285881068
Sansa,Arya,22,0.231168420561768
Sansa,Bran,10,0.813832234976482
Sansa,Brienne,5,0.0571964727215323
Sansa,Cersei,16,0.745835625586658
Sansa,Jaime,10,0.734025555809412
Sansa,Joffrey,35,0.381715413030577
Sansa,Jon,4,0.61101026721323
Sansa,Kevan,5,0.454775288884804
Sansa,Loras,14,0.71727169607242
Sansa,Lysa,28,0.537636014864059
Sansa,Margaery,36,0.379805887507796
Sansa,Marillion,9,0.719148913092024
Sansa,Myrcella,4,0.0796551076203992
Sansa,Olenna,7,0.719148913092024
Sansa,Petyr,28,0.332568836609894
Sansa,Podrick,8,0.69670128205976
Sansa,Renly,4,0.263809000557207
Sansa,Rickon,7,0.491093852948939
Sansa,Robert,5,0.586515716273956
Sansa,Robert Arryn,6,0.260132182063112
Sansa,Sandor,6,0.687047356609184
Sansa,Shae,8,0.326765920347488
Sansa,Tyrion,77,0.500000000000001
Shae,Chataya,4,0.586515716273956
Shae,Varys,8,0.304117888358929
Shireen,Davos,5,0.173806311923298
Stannis,Aemon,4,0.489028044882547
Stannis,Balon,4,0.714989625252168
Stannis,Davos,32,0.638488110735876
Stannis,Melisandre,20,0.76728624325444
Stannis,Renly,15,0.0832069546960568
Stannis,Samwell,13,0.420420147719079
Tommen,Margaery,5,0.896935735573982
Tyrion,Balon,4,0.0243032840670083
Tyrion,Bronn,31,0.454775288884804
Tyrion,Chataya,5,0.59650110911749
Tyrion,Doran,5,0.569310502146925
Tyrion,Elia,5,0.445291384247593
Tyrion,Ellaria,4,0.569310502146925
Tyrion,Gregor,22,0.445291384247593
Tyrion,Ilyn,5,0.419795786325571
Tyrion,Janos,5,0.59426129109322
Tyrion,Kevan,11,0.89932929844604
Tyrion,Loras,6,0.814787359294138
Tyrion,Mace,9,0.11738576729888
Tyrion,Margaery,7,0.0853602909346579
Tyrion,Meryn,5,0.853307526369195
Tyrion,Oberyn,25,0.833082157777412
Tyrion,Petyr,12,0.557199515778921
Tyrion,Podrick,28,0.0188942681578124
Tyrion,Pycelle,11,0.588676794260319
Tyrion,Renly,6,0.119647378752594
Tyrion,Robert,9,0.767219480816627
Tyrion,Sandor,4,0.745835625586658
Tyrion,Shae,21,0.260891983801924
Tyrion,Stannis,6,0.786252184740629
Tyrion,Varys,18,0.464841232969222
Tywin,Balon,5,0.216257289919447
Tywin,Brynden,4,0.504986082722972
Tywin,Cersei,16,0.49929397667651
Tywin,Gregor,7,0.00961454403402706
Tywin,Jaime,13,0.724789313420291
Tywin,Joffrey,13,0.588676794260319
Tywin,Kevan,14,0.500000000000001
Tywin,Mace,5,0.618676756817238
Tywin,Oberyn,6,0.561422648931945
Tywin,Petyr,4,0.663834062618496
Tywin,Podrick,5,0.444543471304524
Tywin,Pycelle,5,0.326761160826953
Tywin,Robert,11,0.397963059146213
Tywin,Stannis,15,0.279002274086636
Tywin,Tommen,4,0.541104657268352
Tywin,Tyrion,39,0.737203687924895
Tywin,Val,4,0.69018332912879
Tywin,Varys,6,0.435267223554236
Tywin,Walder,4,0.310540367355433
Val,Dalla,7,0.663130244044958
Varys,Pycelle,4,0.568754088701714
Viserys,Rhaegar,7,0.719148913092024
Viserys,Tyrion,4,0.381323243182763
Walder,Lothar,12,0.889180126411297
Walder,Petyr,6,0.5
Walder,Roslin,6,0.64000310805558
Walton,Jaime,10,0.911908866133042
Ygritte,Qhorin,7,0.867788267627291
Ygritte,Rattleshirt,9,0.654737912228146
