source,target,weight,p_values
Joly,Prouvaire,5,0.214149131369385
Joly,Feuilly,2,0.711975892134814
Joly,Courfeyrac,5,0.299244925166795
Joly,Bahorel,1,0.851406741876488
Joly,Bossuet,2,0.742758363604809
Grantaire,Gavroche,3,0.234918500068177
Grantaire,Enjolras,3,0.234918500068177
Grantaire,Combeferre,1,0.731777762521073
Grantaire,Prouvaire,2,0.443039921800394
Grantaire,Feuilly,2,0.443039921800394
Grantaire,Courfeyrac,1,0.731777762521073
Grantaire,Bahorel,1,0.731777762521073
Grantaire,Bossuet,1,0.731777762521073
Grantaire,Joly,1,0.731777762521073
MotherPlutarch,Mabeuf,3,0.570812968863653
Gueulemer,Valjean,5,0.0312225696630735
Gueulemer,MmeThenardier,1,0.693951187249886
Gueulemer,Thenardier,1,0.693951187249886
Gueulemer,Javert,1,0.693951187249886
Gueulemer,Eponine,1,0.693951187249886
Gueulemer,Gavroche,1,0.693951187249886
Babet,Valjean,6,0.0527302059081695
Babet,MmeThenardier,6,0.0527302059081695
Babet,Thenardier,1,0.801852829738664
Babet,Javert,1,0.801852829738664
Babet,Eponine,2,0.554427226298452
Babet,Gavroche,1,0.801852829738664
Babet,Gueulemer,1,0.693951187249886
Claquesous,Valjean,4,0.162529866133281
Claquesous,MmeThenardier,4,0.162529866133281
Claquesous,Thenardier,4,0.162529866133281
Claquesous,Javert,1,0.777290867584107
Claquesous,Eponine,1,0.777290867584107
Claquesous,Enjolras,1,0.777290867584107
Claquesous,Gueulemer,1,0.693951187249886
Claquesous,Babet,1,0.777290867584107
Montparnasse,Valjean,1,0.682195273162839
Montparnasse,Thenardier,2,0.372133015798871
Montparnasse,Javert,2,0.372133015798871
Montparnasse,Eponine,2,0.372133015798871
Montparnasse,Gavroche,1,0.682195273162839
Montparnasse,Gueulemer,1,0.682195273162839
Montparnasse,Babet,1,0.682195273162839
Montparnasse,Claquesous,1,0.682195273162839
Toussaint,Valjean,2,0.405642299047811
Toussaint,Cosette,1,0.737100962504421
Toussaint,Javert,1,0.737100962504421
Child1,Gavroche,2,0.72920384951862
Child2,Gavroche,2,0.72920384951862
Child2,Child1,3,0.500000000000002
Brujon,Thenardier,3,0.29550681003728
Brujon,Eponine,3,0.29550681003728
Brujon,Gavroche,3,0.29550681003728
Brujon,Gueulemer,1,0.693951187249886
Brujon,Babet,1,0.779936320213617
Brujon,Claquesous,1,0.777290867584107
Brujon,Montparnasse,1,0.682195273162839
MmeHucheloup,Gavroche,1,0.60281782881969
MmeHucheloup,Enjolras,1,0.60281782881969
MmeHucheloup,Courfeyrac,1,0.60281782881969
MmeHucheloup,Bahorel,1,0.60281782881969
MmeHucheloup,Bossuet,1,0.60281782881969
MmeHucheloup,Joly,1,0.60281782881969
MmeHucheloup,Grantaire,1,0.60281782881969
