source,target,weight,p_values
"Boxer, B. (CA-D)","Peters, G. (MI-D)",94,0.876963354547
"Boxer, B. (CA-D)","Warner, M. (VA-D)",42,0.0732518869499129
"Boxer, B. (CA-D)","Risch, J. (ID-R)",12,0.768789929939029
"Boxer, B. (CA-D)","Shaheen, J. (NH-D)",121,0.794755760065119
"Boxer, B. (CA-D)","Merkley, J. (OR-D)",114,0.953545410381711
"Boxer, B. (CA-D)","Bennet, M. (CO-D)",87,0.890072174765252
"Boxer, B. (CA-D)","Franken, A. (MN-D)",128,0.118406133427123
"Boxer, B. (CA-D)","Coons, C. (DE-D)",101,0.937622563763531
"Boxer, B. (CA-D)","Manchin, J. (WV-D)",38,0.983764053844204
"Boxer, B. (CA-D)","Gardner, C. (CO-R)",22,0.124189234276454
"Boxer, B. (CA-D)","Lankford, J. (OK-R)",4,0.286780494790336
"Boxer, B. (CA-D)","Scott, T. (SC-R)",10,0.145672118437138
"Boxer, B. (CA-D)","Blumenthal, R. (CT-D)",158,0.302918543719274
"Boxer, B. (CA-D)","Rubio, M. (FL-R)",22,0.22636115024836
"Boxer, B. (CA-D)","Paul, R. (KY-R)",7,0.123119674388176
"Boxer, B. (CA-D)","Ayotte, K. (NH-R)",52,0.246925793081019
"Boxer, B. (CA-D)","Hoeven, J. (ND-R)",16,0.20902150217546
"Boxer, B. (CA-D)","Lee, M. (UT-R)",2,0.315177043678333
"Boxer, B. (CA-D)","Johnson, R. (WI-R)",10,0.23465395550383
"Boxer, B. (CA-D)","Schatz, B. (HI-D)",94,0.301841406611863
"Boxer, B. (CA-D)","Cotton, T. (AR-R)",15,0.232989420009094
"Boxer, B. (CA-D)","Warren, E. (MA-D)",120,0.148515715694507
"Boxer, B. (CA-D)","King, A. (ME-I)",58,0.193194551728795
"Boxer, B. (CA-D)","Daines, S. (MT-R)",31,0.202710371125628
"Boxer, B. (CA-D)","Heitkamp, H. (ND-D)",51,0.331459896902509
"Boxer, B. (CA-D)","Fischer, D. (NE-R)",13,0.209174330759654
"Boxer, B. (CA-D)","Cruz, T. (TX-R)",5,0.273928164585625
"Boxer, B. (CA-D)","Kaine, T. (VA-D)",60,0.310901649618722
"Boxer, B. (CA-D)","Booker, C. (NJ-D)",97,0.277778733927501
"Boxer, B. (CA-D)","Sullivan, D. (AK-R)",21,0.0484025741287617
"Boxer, B. (CA-D)","Perdue, D. (GA-R)",10,0.0153015072562853
"Boxer, B. (CA-D)","Ernst, J. (IA-R)",19,0.131144624211697
"Boxer, B. (CA-D)","Tillis, T. (NC-R)",18,0.747220631170279
"Boxer, B. (CA-D)","Rounds, M. (SD-R)",21,0.199149353616585
"Boxer, B. (CA-D)","Sasse, B. (NE-R)",3,0.833047109369122
"Cantwell, M. (WA-D)","Carper, T. (DE-D)",34,0.810571771022296
"Cantwell, M. (WA-D)","Cochran, T. (MS-R)",26,0.045222166078417
"Cantwell, M. (WA-D)","Collins, S. (ME-R)",60,0.859357110798389
"Cantwell, M. (WA-D)","Cornyn, J. (TX-R)",10,0.0899942050579872
"Cantwell, M. (WA-D)","Crapo, M. (ID-R)",19,0.328590760557266
"Cantwell, M. (WA-D)","Durbin, R. (IL-D)",62,0.336401258578694
"Cantwell, M. (WA-D)","Enzi, M. (WY-R)",11,0.760151110887405
"Cantwell, M. (WA-D)","Feinstein, D. (CA-D)",78,0.789944567905777
"Cantwell, M. (WA-D)","Graham, L. (SC-R)",19,0.0785036775266051
"Cantwell, M. (WA-D)","Grassley, C. (IA-R)",24,0.873877329128396
"Cantwell, M. (WA-D)","Hatch, O. (UT-R)",11,0.947302454817625
"Cantwell, M. (WA-D)","Inhofe, J. (OK-R)",16,0.0603001037377348
"Cantwell, M. (WA-D)","Leahy, P. (VT-D)",65,0.310967028282453
"Cantwell, M. (WA-D)","McCain, J. (AZ-R)",10,0.698208355869189
"Cantwell, M. (WA-D)","McConnell, M. (KY-R)",2,0.101733451546519
"Cantwell, M. (WA-D)","Mikulski, B. (MD-D)",66,0.180136368647518
"Cantwell, M. (WA-D)","Murkowski, L. (AK-R)",60,0.20402869019512
"Cantwell, M. (WA-D)","Murray, P. (WA-D)",115,0.327448656954073
"Cantwell, M. (WA-D)","Nelson, B. (FL-D)",46,0.207963903810412
"Cantwell, M. (WA-D)","Reed, J. (RI-D)",50,0.749015079526414
"Cantwell, M. (WA-D)","Reid, H. (NV-D)",30,0.330949185998585
"Cantwell, M. (WA-D)","Roberts, P. (KS-R)",25,0.126057869946684
"Cantwell, M. (WA-D)","Schumer, C. (NY-D)",82,0.810120343315077
"Cantwell, M. (WA-D)","Sessions, J. (AL-R)",5,0.0813484617294975
"Cantwell, M. (WA-D)","Shelby, R. (AL-R)",2,0.318502614050656
"Cantwell, M. (WA-D)","Stabenow, D. (MI-D)",74,0.301355531813664
"Cantwell, M. (WA-D)","Wyden, R. (OR-D)",76,0.829862584381097
"Cantwell, M. (WA-D)","Baldwin, T. (WI-D)",88,0.666142250285056
"Cantwell, M. (WA-D)","Blunt, R. (MO-R)",35,0.19380958105749
"Cantwell, M. (WA-D)","Boozman, J. (AR-R)",25,0.810120343315077
"Cantwell, M. (WA-D)","Brown, S. (OH-D)",75,0.967771531967188
"Cantwell, M. (WA-D)","Burr, R. (NC-R)",15,0.180136368647518
"Cantwell, M. (WA-D)","Capito, S. (WV-R)",28,0.274144577823796
"Cantwell, M. (WA-D)","Cardin, B. (MD-D)",71,0.186907685692848
"Cantwell, M. (WA-D)","Flake, J. (AZ-R)",7,0.887934134291392
"Cantwell, M. (WA-D)","Isakson, J. (GA-R)",18,0.0344840217334327
"Cantwell, M. (WA-D)","Kirk, M. (IL-R)",44,0.179809466653236
"Cantwell, M. (WA-D)","Markey, E. (MA-D)",86,0.172521615165815
"Cantwell, M. (WA-D)","Menéndez, R. (NJ-D)",63,0.79711650343071
"Cantwell, M. (WA-D)","Moran, J. (KS-R)",30,0.198812967629394
"Cantwell, M. (WA-D)","Portman, R. (OH-R)",25,0.943680435612215
"Cantwell, M. (WA-D)","Sanders, B. (VT-I)",64,0.930477032903259
"Cantwell, M. (WA-D)","Toomey, P. (PA-R)",12,0.0169669032581364
"Cantwell, M. (WA-D)","Udall, T. (NM-D)",60,0.952229649549679
"Cantwell, M. (WA-D)","Vitter, D. (LA-R)",25,0.0591683082306602
"Cantwell, M. (WA-D)","Wicker, R. (MS-R)",37,0.74037490907302
"Cantwell, M. (WA-D)","Thune, J. (SD-R)",28,0.702067267444367
"Cantwell, M. (WA-D)","Coats, D. (IN-R)",5,0.885234272775543
"Cantwell, M. (WA-D)","Murphy, C. (CT-D)",69,0.930477032903259
"Cantwell, M. (WA-D)","Hirono, M. (HI-D)",91,0.0905551535863309
"Cantwell, M. (WA-D)","Donnelly, J. (IN-D)",31,0.907619649837953
"Cantwell, M. (WA-D)","Heller, D. (NV-R)",27,0.99465162768395
"Cantwell, M. (WA-D)","Gillibrand, K. (NY-D)",90,0.110871938616039
"Cantwell, M. (WA-D)","Klobuchar, A. (MN-D)",83,0.330872496354737
"Cantwell, M. (WA-D)","McCaskill, C. (MO-D)",37,0.0868843915484438
"Cantwell, M. (WA-D)","Tester, J. (MT-D)",61,0.19380958105749
"Cantwell, M. (WA-D)","Casey, R. (PA-D)",74,0.939559944039062
"Cantwell, M. (WA-D)","Whitehouse, S. (RI-D)",71,0.0352456498597271
"Cantwell, M. (WA-D)","Corker, B. (TN-R)",5,0.185930159280424
"Cantwell, M. (WA-D)","Barrasso, J. (WY-R)",8,0.276106721617168
"Cantwell, M. (WA-D)","Cassidy, B. (LA-R)",16,0.848228093552533
"Cantwell, M. (WA-D)","Heinrich, M. (NM-D)",74,0.665200643686208
"Cantwell, M. (WA-D)","Peters, G. (MI-D)",78,0.912155704256407
"Cantwell, M. (WA-D)","Warner, M. (VA-D)",34,0.939559944039062
"Cantwell, M. (WA-D)","Risch, J. (ID-R)",13,0.0321263503475595
"Cantwell, M. (WA-D)","Shaheen, J. (NH-D)",92,0.912155704256407
"Cantwell, M. (WA-D)","Merkley, J. (OR-D)",83,0.112580129658319
"Cantwell, M. (WA-D)","Bennet, M. (CO-D)",66,0.912155704256407
"Cantwell, M. (WA-D)","Franken, A. (MN-D)",89,0.939559944039062
"Cantwell, M. (WA-D)","Coons, C. (DE-D)",75,0.96285436678449
"Cantwell, M. (WA-D)","Manchin, J. (WV-D)",27,0.939559944039062
"Cantwell, M. (WA-D)","Gardner, C. (CO-R)",19,0.0868085700136147
"Cantwell, M. (WA-D)","Lankford, J. (OK-R)",2,0.96285436678449
"Cantwell, M. (WA-D)","Scott, T. (SC-R)",8,0.993773192303729
"Cantwell, M. (WA-D)","Blumenthal, R. (CT-D)",90,0.103298811608118
"Cantwell, M. (WA-D)","Rubio, M. (FL-R)",20,0.665200643686208
"Cantwell, M. (WA-D)","Paul, R. (KY-R)",3,0.0795088553557605
"Cantwell, M. (WA-D)","Ayotte, K. (NH-R)",48,0.297940822187324
"Cantwell, M. (WA-D)","Hoeven, J. (ND-R)",18,0.133457191038074
"Cantwell, M. (WA-D)","Lee, M. (UT-R)",5,0.0689281912631387
"Cantwell, M. (WA-D)","Johnson, R. (WI-R)",9,0.807993279612889
"Cantwell, M. (WA-D)","Schatz, B. (HI-D)",71,0.333090861596503
"Cantwell, M. (WA-D)","Cotton, T. (AR-R)",11,0.622662857425048
"Cantwell, M. (WA-D)","Warren, E. (MA-D)",76,0.105293871560858
"Cantwell, M. (WA-D)","King, A. (ME-I)",56,0.183947706600877
"Cantwell, M. (WA-D)","Daines, S. (MT-R)",30,0.064095047649074
"Cantwell, M. (WA-D)","Heitkamp, H. (ND-D)",52,0.0711487036522379
"Cantwell, M. (WA-D)","Fischer, D. (NE-R)",17,0.333221532547836
"Cantwell, M. (WA-D)","Cruz, T. (TX-R)",6,0.0467967803946593
"Cantwell, M. (WA-D)","Kaine, T. (VA-D)",40,0.84870818621762
"Cantwell, M. (WA-D)","Booker, C. (NJ-D)",71,0.122790884297894
"Cantwell, M. (WA-D)","Sullivan, D. (AK-R)",37,0.109189072109819
"Cantwell, M. (WA-D)","Perdue, D. (GA-R)",6,0.081776352046108
"Cantwell, M. (WA-D)","Ernst, J. (IA-R)",13,0.0532935823626683
"Cantwell, M. (WA-D)","Tillis, T. (NC-R)",12,0.327582461155235
"Cantwell, M. (WA-D)","Rounds, M. (SD-R)",17,0.104700421107634
"Cantwell, M. (WA-D)","Sasse, B. (NE-R)",1,0.0524421807182571
"Carper, T. (DE-D)","Cochran, T. (MS-R)",17,0.890072174765252
"Carper, T. (DE-D)","Collins, S. (ME-R)",41,0.167334020030215
"Carper, T. (DE-D)","Cornyn, J. (TX-R)",14,0.333090861596503
"Carper, T. (DE-D)","Crapo, M. (ID-R)",16,0.327582461155235
"Carper, T. (DE-D)","Durbin, R. (IL-D)",52,0.916262082665504
"Carper, T. (DE-D)","Enzi, M. (WY-R)",15,0.993773192303729
"Carper, T. (DE-D)","Feinstein, D. (CA-D)",52,0.843938506320941
"Carper, T. (DE-D)","Graham, L. (SC-R)",18,0.038357002282885
"Carper, T. (DE-D)","Grassley, C. (IA-R)",24,0.0634727965392797
"Carper, T. (DE-D)","Hatch, O. (UT-R)",13,0.075252556266759
"Carper, T. (DE-D)","Inhofe, J. (OK-R)",15,0.256875224591828
"Carper, T. (DE-D)","Leahy, P. (VT-D)",43,0.144074230553195
"Carper, T. (DE-D)","McCain, J. (AZ-R)",11,0.313675615851016
"Carper, T. (DE-D)","McConnell, M. (KY-R)",1,0.325162561103337
"Carper, T. (DE-D)","Mikulski, B. (MD-D)",44,0.0396015025667885
"Carper, T. (DE-D)","Murkowski, L. (AK-R)",25,0.841159038116786
"Carper, T. (DE-D)","Murray, P. (WA-D)",47,0.0385104950465624
"Carper, T. (DE-D)","Nelson, B. (FL-D)",37,0.252992096782517
"Carper, T. (DE-D)","Reed, J. (RI-D)",41,0.184159896789639
"Carper, T. (DE-D)","Reid, H. (NV-D)",25,0.305780136483248
"Carper, T. (DE-D)","Roberts, P. (KS-R)",21,0.77428918945162
"Carper, T. (DE-D)","Schumer, C. (NY-D)",58,0.0535868568443944
"Carper, T. (DE-D)","Sessions, J. (AL-R)",6,0.718823743236676
"Carper, T. (DE-D)","Shelby, R. (AL-R)",2,0.865775755725641
"Carper, T. (DE-D)","Stabenow, D. (MI-D)",50,0.0579658536401628
"Carper, T. (DE-D)","Wyden, R. (OR-D)",38,0.203509854842048
"Carper, T. (DE-D)","Baldwin, T. (WI-D)",63,0.0632217495849553
"Carper, T. (DE-D)","Blunt, R. (MO-R)",28,0.0484389324517558
"Carper, T. (DE-D)","Boozman, J. (AR-R)",26,0.0453289962255297
"Carper, T. (DE-D)","Brown, S. (OH-D)",59,0.0464221695272506
"Carper, T. (DE-D)","Burr, R. (NC-R)",25,0.324233965256743
"Carper, T. (DE-D)","Capito, S. (WV-R)",29,0.241063588764213
"Carper, T. (DE-D)","Cardin, B. (MD-D)",50,0.901933139031754
"Carper, T. (DE-D)","Flake, J. (AZ-R)",11,0.956758723881399
"Carper, T. (DE-D)","Isakson, J. (GA-R)",24,0.940367690683149
"Carper, T. (DE-D)","Kirk, M. (IL-R)",39,0.154570928603426
"Carper, T. (DE-D)","Markey, E. (MA-D)",52,0.268774167218789
"Carper, T. (DE-D)","Menéndez, R. (NJ-D)",51,0.0450609716970626
"Carper, T. (DE-D)","Moran, J. (KS-R)",20,0.0911236987982892
"Carper, T. (DE-D)","Portman, R. (OH-R)",26,0.733511698052726
"Carper, T. (DE-D)","Sanders, B. (VT-I)",38,0.107493002393392
"Carper, T. (DE-D)","Toomey, P. (PA-R)",18,0.784570150861255
"Carper, T. (DE-D)","Udall, T. (NM-D)",39,0.178531549407992
"Carper, T. (DE-D)","Vitter, D. (LA-R)",21,0.132845777360441
"Carper, T. (DE-D)","Wicker, R. (MS-R)",22,0.0423818297223259
"Carper, T. (DE-D)","Thune, J. (SD-R)",8,0.0351909472048048
"Carper, T. (DE-D)","Coats, D. (IN-R)",7,0.956758723881399
"Carper, T. (DE-D)","Murphy, C. (CT-D)",54,0.139830444934811
"Carper, T. (DE-D)","Hirono, M. (HI-D)",49,0.119052846435447
"Carper, T. (DE-D)","Donnelly, J. (IN-D)",28,0.880420975403668
"Carper, T. (DE-D)","Heller, D. (NV-R)",17,0.222563123292779
"Carper, T. (DE-D)","Gillibrand, K. (NY-D)",65,0.901933139031754
"Carper, T. (DE-D)","Klobuchar, A. (MN-D)",53,0.759160446098783
"Carper, T. (DE-D)","McCaskill, C. (MO-D)",46,0.940367690683149
"Carper, T. (DE-D)","Tester, J. (MT-D)",36,0.981193162303728
"Carper, T. (DE-D)","Casey, R. (PA-D)",50,0.0608811747756304
"Carper, T. (DE-D)","Whitehouse, S. (RI-D)",53,0.809583923480836
"Carper, T. (DE-D)","Corker, B. (TN-R)",2,0.278062175007868
"Carper, T. (DE-D)","Barrasso, J. (WY-R)",10,0.94849798563972
"Carper, T. (DE-D)","Cassidy, B. (LA-R)",12,0.97358064389523
"Carper, T. (DE-D)","Heinrich, M. (NM-D)",46,0.97358064389523
"Carper, T. (DE-D)","Peters, G. (MI-D)",54,0.0777124598036718
